region	tags	indicator	Программы бакалавриата / Всего (сумма гр. 4-7) / 3	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 4	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 5	Программы бакалавриата / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 6	Программы бакалавриата / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 7	Программы бакалавриата / Из гр. 3 - лица с ОВЗ, инвалиды, дети-инвалиды / 8	Программы специалитета / Всего (сумма гр. 10-13) / 9	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 10	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 11	Программы специалитета / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 12	Программы специалитета / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 13	Программы специалитета / Из гр. 9 - лица с ОВЗ, инвалиды, дети-инвалиды / 14	Программы магистратуры / Всего (сумма гр. 16-19) / 15	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / федераль-ного бюджета / 16	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / бюджета субъекта Российской Федерации / 17	Программы магистратуры / В том числе обучаются / за счет бюджетных ассигнований / местного бюджета / 18	Программы магистратуры / В том числе обучаются / по договорам об оказании платных образова-тельных услуг / 19	Программы магистратуры / Из гр. 15 -лица с ОВЗ, инвалиды, дети-инвалиды / 20
Новгородская область	Государственные, Муниципальные; заочная	отчислено из-за просрочки оплаты обучения / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; заочная	отчислено:  по неуспеваемости / 11	87.0	14.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	3.0	0.0	0.0	14.0	0.0
Новгородская область	Государственные, Муниципальные; заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	4.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	9.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0
Новгородская область	Государственные, Муниципальные; заочная	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	460.0	332.0	0.0	0.0	128.0	0.0	195.0	64.0	0.0	0.0	131.0	0.0	17.0	11.0	0.0	0.0	6.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Прибыло студентов - всего (сумма строк 02-05) / 01	57.0	31.0	0.0	0.0	26.0	0.0	105.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	3124.0	2516.0	0.0	0.0	608.0	0.0	2034.0	891.0	0.0	0.0	1143.0	0.0	129.0	65.0	0.0	0.0	64.0	0.0
Новгородская область	Государственные, Муниципальные; очная	возвратились из числа ранее отчисленных / 04	29.0	19.0	0.0	0.0	10.0	0.0	33.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	выбыло по другим причинам / 15	39.0	14.0	0.0	0.0	25.0	0.0	8.0	4.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очная	добровольно оставили образовательную организацию  (бросили учебу) / 10	162.0	118.0	0.0	0.0	44.0	0.0	57.0	20.0	0.0	0.0	37.0	0.0	6.0	3.0	0.0	0.0	3.0	0.0
Новгородская область	Государственные, Муниципальные; очная	из них не прошли итоговую аттестацию / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	96.0	69.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	отчислено из-за просрочки оплаты обучения / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	отчислено:  по неуспеваемости / 11	149.0	123.0	0.0	0.0	26.0	0.0	105.0	32.0	0.0	0.0	73.0	0.0	7.0	5.0	0.0	0.0	2.0	0.0
Новгородская область	Государственные, Муниципальные; очная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	12.0	6.0	0.0	0.0	6.0	0.0	19.0	7.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	28.0	12.0	0.0	0.0	16.0	0.0	61.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	по болезни / 09	2.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	3.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очная	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	47.0	3.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	15.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	238.0	18.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	14.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	возвратились из числа ранее отчисленных / 04	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	выбыло по другим причинам / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	18.0	2.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	из них не прошли итоговую аттестацию / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	отчислено из-за просрочки оплаты обучения / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	отчислено:  по неуспеваемости / 11	28.0	1.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Государственные, Муниципальные; очно-заочная	прибыло по другим причинам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	3409.0	800.0	0.0	0.0	2609.0	9.0	649.0	103.0	1.0	0.0	545.0	0.0	628.0	226.0	0.0	0.0	402.0	4.0
Новосибирская область	Государственные, Муниципальные; заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	1770.0	298.0	0.0	0.0	1472.0	4.0	290.0	54.0	0.0	0.0	236.0	0.0	74.0	20.0	0.0	0.0	54.0	2.0
Новосибирская область	Государственные, Муниципальные; заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	18528.0	6871.0	0.0	0.0	11657.0	86.0	3360.0	1002.0	25.0	0.0	2333.0	8.0	3964.0	2066.0	0.0	0.0	1898.0	13.0
Новосибирская область	Государственные, Муниципальные; заочная	возвратились из числа ранее отчисленных / 04	802.0	31.0	0.0	0.0	771.0	0.0	161.0	19.0	0.0	0.0	142.0	0.0	46.0	2.0	0.0	0.0	44.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	выбыло по другим причинам / 15	457.0	108.0	0.0	0.0	349.0	0.0	59.0	4.0	0.0	0.0	55.0	0.0	89.0	25.0	0.0	0.0	64.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	743.0	226.0	0.0	0.0	517.0	3.0	150.0	36.0	0.0	0.0	114.0	0.0	202.0	107.0	0.0	0.0	95.0	3.0
Новосибирская область	Государственные, Муниципальные; заочная	из них не прошли итоговую аттестацию / 12	314.0	126.0	0.0	0.0	188.0	0.0	15.0	8.0	0.0	0.0	7.0	0.0	25.0	6.0	0.0	0.0	19.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	78.0	24.0	0.0	0.0	54.0	0.0	31.0	6.0	1.0	0.0	24.0	0.0	4.0	2.0	0.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	636.0	158.0	0.0	0.0	478.0	3.0	105.0	32.0	0.0	0.0	73.0	0.0	16.0	7.0	0.0	0.0	9.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	отчислено в виде меры дисциплинарного взыскания / 13	33.0	14.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	7.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	отчислено из-за просрочки оплаты обучения / 14	568.0	0.0	0.0	0.0	568.0	1.0	104.0	0.0	0.0	0.0	104.0	0.0	113.0	0.0	0.0	0.0	113.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	отчислено:  по неуспеваемости / 11	1397.0	406.0	0.0	0.0	991.0	4.0	261.0	51.0	0.0	0.0	210.0	0.0	208.0	90.0	0.0	0.0	118.0	1.0
Новосибирская область	Государственные, Муниципальные; заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	131.0	20.0	0.0	0.0	111.0	1.0	44.0	6.0	0.0	0.0	38.0	0.0	4.0	1.0	0.0	0.0	3.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	225.0	20.0	0.0	0.0	205.0	0.0	22.0	2.0	0.0	0.0	20.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	по болезни / 09	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; заочная	прибыло по другим причинам / 05	107.0	89.0	0.0	0.0	18.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	11.0	10.0	0.0	0.0	1.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	6229.0	3187.0	0.0	0.0	3042.0	51.0	1912.0	798.0	15.0	0.0	1099.0	4.0	1438.0	1208.0	0.0	0.0	230.0	6.0
Новосибирская область	Государственные, Муниципальные; очная	Прибыло студентов - всего (сумма строк 02-05) / 01	1208.0	583.0	0.0	0.0	625.0	1.0	582.0	202.0	6.0	0.0	374.0	0.0	103.0	44.0	0.0	0.0	59.0	2.0
Новосибирская область	Государственные, Муниципальные; очная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	43524.0	25161.0	0.0	0.0	18363.0	347.0	13502.0	8199.0	174.0	0.0	5129.0	58.0	5545.0	4728.0	0.0	0.0	817.0	23.0
Новосибирская область	Государственные, Муниципальные; очная	возвратились из числа ранее отчисленных / 04	511.0	128.0	0.0	0.0	383.0	1.0	348.0	41.0	0.0	0.0	307.0	0.0	36.0	12.0	0.0	0.0	24.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	выбыло по другим причинам / 15	646.0	254.0	0.0	0.0	392.0	5.0	206.0	56.0	1.0	0.0	149.0	3.0	118.0	85.0	0.0	0.0	33.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	добровольно оставили образовательную организацию  (бросили учебу) / 10	2006.0	1184.0	0.0	0.0	822.0	15.0	872.0	371.0	5.0	0.0	496.0	1.0	596.0	535.0	0.0	0.0	61.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	из них не прошли итоговую аттестацию / 12	541.0	335.0	0.0	0.0	206.0	10.0	33.0	19.0	0.0	0.0	14.0	0.0	218.0	206.0	0.0	0.0	12.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	648.0	235.0	0.0	0.0	413.0	2.0	113.0	64.0	4.0	0.0	45.0	0.0	14.0	7.0	0.0	0.0	7.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	70.0	26.0	0.0	0.0	44.0	0.0	26.0	3.0	1.0	0.0	22.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	отчислено в виде меры дисциплинарного взыскания / 13	64.0	47.0	0.0	0.0	17.0	0.0	29.0	11.0	0.0	0.0	18.0	0.0	11.0	7.0	0.0	0.0	4.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	отчислено из-за просрочки оплаты обучения / 14	231.0	0.0	0.0	0.0	231.0	1.0	49.0	0.0	0.0	0.0	49.0	0.0	19.0	0.0	0.0	0.0	19.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	отчислено:  по неуспеваемости / 11	2150.0	1267.0	0.0	0.0	883.0	17.0	547.0	240.0	4.0	0.0	303.0	0.0	642.0	541.0	0.0	0.0	101.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	464.0	195.0	0.0	0.0	269.0	5.0	95.0	55.0	1.0	0.0	39.0	0.0	14.0	12.0	0.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	272.0	118.0	0.0	0.0	154.0	0.0	56.0	18.0	5.0	0.0	33.0	0.0	37.0	4.0	0.0	0.0	33.0	0.0
Новосибирская область	Государственные, Муниципальные; очная	по болезни / 09	20.0	5.0	0.0	0.0	15.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	24.0	21.0	0.0	0.0	3.0	3.0
Новосибирская область	Государственные, Муниципальные; очная	прибыло по другим причинам / 05	355.0	311.0	0.0	0.0	44.0	0.0	152.0	140.0	0.0	0.0	12.0	0.0	28.0	27.0	0.0	0.0	1.0	2.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	449.0	88.0	0.0	0.0	361.0	0.0	21.0	5.0	4.0	0.0	12.0	0.0	58.0	39.0	0.0	0.0	19.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	Прибыло студентов - всего (сумма строк 02-05) / 01	297.0	26.0	0.0	0.0	271.0	1.0	4.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	2022.0	749.0	0.0	0.0	1273.0	8.0	113.0	61.0	15.0	0.0	37.0	1.0	242.0	153.0	0.0	0.0	89.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	возвратились из числа ранее отчисленных / 04	109.0	1.0	0.0	0.0	108.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	выбыло по другим причинам / 15	42.0	9.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	9.0	0.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	добровольно оставили образовательную организацию  (бросили учебу) / 10	125.0	39.0	0.0	0.0	86.0	0.0	6.0	2.0	1.0	0.0	3.0	0.0	32.0	17.0	0.0	0.0	15.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	из них не прошли итоговую аттестацию / 12	23.0	4.0	0.0	0.0	19.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	61.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	140.0	18.0	0.0	0.0	122.0	1.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	отчислено в виде меры дисциплинарного взыскания / 13	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	отчислено из-за просрочки оплаты обучения / 14	63.0	0.0	0.0	0.0	63.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	отчислено:  по неуспеваемости / 11	121.0	34.0	0.0	0.0	87.0	0.0	13.0	3.0	3.0	0.0	7.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	34.0	6.0	0.0	0.0	28.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	41.0	4.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Государственные, Муниципальные; очно-заочная	прибыло по другим причинам / 05	7.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	464.0	9.0	0.0	0.0	455.0	0.0	21.0	0.0	0.0	0.0	21.0	0.0	15.0	0.0	0.0	0.0	15.0	0.0
Новосибирская область	заочная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	819.0	0.0	0.0	0.0	819.0	0.0	25.0	0.0	0.0	0.0	25.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0
Новосибирская область	заочная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	2462.0	12.0	0.0	0.0	2450.0	0.0	193.0	0.0	0.0	0.0	193.0	0.0	118.0	40.0	0.0	0.0	78.0	0.0
Новосибирская область	заочная; Частные	возвратились из числа ранее отчисленных / 04	155.0	0.0	0.0	0.0	155.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	выбыло по другим причинам / 15	19.0	0.0	0.0	0.0	19.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	63.0	2.0	0.0	0.0	61.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0
Новосибирская область	заочная; Частные	из них не прошли итоговую аттестацию / 12	42.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новосибирская область	заочная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	24.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	75.0	0.0	0.0	0.0	75.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0
Новосибирская область	заочная; Частные	отчислено в виде меры дисциплинарного взыскания / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	отчислено из-за просрочки оплаты обучения / 14	17.0	0.0	0.0	0.0	17.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0
Новосибирская область	заочная; Частные	отчислено:  по неуспеваемости / 11	333.0	7.0	0.0	0.0	326.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0
Новосибирская область	заочная; Частные	переведено в другие образовательные организации  высшего образования на программы того же уровня / 08	8.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	переведено из других образовательных организаций  высшего образования с программ того же уровня / 03	63.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0
Новосибирская область	заочная; Частные	по болезни / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	заочная; Частные	прибыло по другим причинам / 05	526.0	0.0	0.0	0.0	526.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	Выбыло студентов - всего (сумма строк 07-11, 13-15) / 06	177.0	7.0	0.0	0.0	170.0	0.0	24.0	0.0	0.0	0.0	24.0	0.0	5.0	3.0	0.0	0.0	2.0	0.0
Новосибирская область	очная; Частные	Прибыло студентов - всего (сумма строк 02-05) / 01	83.0	0.0	0.0	0.0	83.0	0.0	35.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	Численность студентов на начало предыдущего учебного года (на 1 октября) / 16	755.0	37.0	0.0	0.0	718.0	1.0	194.0	0.0	0.0	0.0	194.0	0.0	47.0	40.0	0.0	0.0	7.0	0.0
Новосибирская область	очная; Частные	возвратились из числа ранее отчисленных / 04	4.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	выбыло по другим причинам / 15	6.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	добровольно оставили образовательную организацию  (бросили учебу) / 10	77.0	0.0	0.0	0.0	77.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	из них не прошли итоговую аттестацию / 12	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	очная; Частные	из них: переведено на другие формы обучения данной  образовательной организации на программы того же уровня / 07	12.0	0.0	0.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Новосибирская область	очная; Частные	из них: переведено с других форм обучения данной  образовательной организации с программ того же уровня / 02	56.0	0.0	0.0	0.0	56.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
