region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них женщины / 4	Программы бакалавриата / Числен-ность студентов / 5	Программы бакалавриата / из них женщины / 6	Программы бакалавриата / Выпуск / 7	Программы бакалавриата / из них женщины / 8	Программы специалитета / Принято / 9	Программы специалитета / из них женщины / 10	Программы специалитета / Числен-ность студентов / 11	Программы специалитета / из них женщины / 12	Программы специалитета / Выпуск / 13	Программы специалитета / из них женщины / 14	Программы магистратуры / Принято / 15	Программы магистратуры / из них женщины / 16	Программы магистратуры / Числен-ность студентов / 17	Программы магистратуры / из них женщины / 18	Программы магистратуры / Выпуск / 19	Программы магистратуры / из них женщины / 20
Мурманская область	Государственные, Муниципальные; заочная	23 лет / 11	18.0	4.0	131.0	71.0	2.0	1.0	4.0	0.0	32.0	1.0	0.0	0.0	7.0	4.0	9.0	7.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	24 лет / 12	12.0	5.0	105.0	46.0	23.0	18.0	6.0	0.0	37.0	3.0	0.0	0.0	6.0	3.0	11.0	7.0	2.0	0.0
Мурманская область	Государственные, Муниципальные; заочная	25 лет / 13	26.0	11.0	101.0	35.0	30.0	21.0	7.0	0.0	42.0	4.0	1.0	1.0	6.0	2.0	17.0	5.0	5.0	2.0
Мурманская область	Государственные, Муниципальные; заочная	26 лет / 14	11.0	2.0	100.0	32.0	29.0	11.0	7.0	0.0	46.0	0.0	1.0	0.0	8.0	3.0	17.0	9.0	6.0	3.0
Мурманская область	Государственные, Муниципальные; заочная	27 лет / 15	15.0	4.0	64.0	19.0	23.0	11.0	7.0	0.0	44.0	0.0	3.0	0.0	6.0	2.0	14.0	6.0	5.0	2.0
Мурманская область	Государственные, Муниципальные; заочная	28 лет / 16	13.0	3.0	93.0	28.0	17.0	5.0	6.0	0.0	39.0	1.0	6.0	0.0	1.0	0.0	10.0	3.0	7.0	3.0
Мурманская область	Государственные, Муниципальные; заочная	29 лет / 17	12.0	3.0	67.0	17.0	22.0	8.0	3.0	0.0	34.0	2.0	4.0	0.0	5.0	2.0	10.0	3.0	3.0	2.0
Мурманская область	Государственные, Муниципальные; заочная	30-34 года / 18	53.0	4.0	318.0	104.0	58.0	10.0	21.0	2.0	185.0	15.0	25.0	1.0	21.0	9.0	28.0	11.0	10.0	4.0
Мурманская область	Государственные, Муниципальные; заочная	35-39 лет / 19	42.0	5.0	212.0	64.0	50.0	21.0	22.0	3.0	137.0	11.0	28.0	4.0	18.0	2.0	40.0	16.0	15.0	4.0
Мурманская область	Государственные, Муниципальные; заочная	40 лет и старше / 20	17.0	3.0	127.0	42.0	22.0	6.0	9.0	1.0	104.0	2.0	14.0	0.0	25.0	9.0	50.0	18.0	13.0	4.0
Мурманская область	Государственные, Муниципальные; заочная	Всего / 01	357.0	123.0	1559.0	597.0	277.0	113.0	127.0	11.0	777.0	47.0	82.0	6.0	113.0	44.0	219.0	93.0	66.0	24.0
Мурманская область	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	17 лет / 05	32.0	16.0	35.0	17.0	0.0	0.0	4.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	18 лет / 06	346.0	161.0	376.0	178.0	0.0	0.0	68.0	13.0	76.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	19 лет / 07	109.0	48.0	449.0	210.0	0.0	0.0	13.0	4.0	83.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	20 лет / 08	90.0	46.0	544.0	283.0	0.0	0.0	22.0	7.0	103.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	21 лет / 09	55.0	26.0	531.0	292.0	32.0	22.0	11.0	4.0	94.0	24.0	0.0	0.0	5.0	2.0	5.0	2.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	22 лет / 10	27.0	8.0	292.0	148.0	234.0	158.0	10.0	4.0	119.0	20.0	0.0	0.0	56.0	22.0	62.0	25.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	23 лет / 11	5.0	1.0	148.0	69.0	121.0	91.0	1.0	0.0	68.0	7.0	3.0	0.0	41.0	29.0	66.0	37.0	6.0	5.0
Мурманская область	Государственные, Муниципальные; очная	24 лет / 12	4.0	3.0	87.0	39.0	44.0	27.0	6.0	1.0	49.0	8.0	19.0	1.0	20.0	14.0	29.0	19.0	31.0	18.0
Мурманская область	Государственные, Муниципальные; очная	25 лет / 13	5.0	2.0	34.0	12.0	14.0	8.0	5.0	2.0	32.0	8.0	6.0	1.0	11.0	5.0	21.0	10.0	14.0	12.0
Мурманская область	Государственные, Муниципальные; очная	26 лет / 14	5.0	1.0	16.0	6.0	14.0	6.0	1.0	0.0	17.0	6.0	4.0	0.0	5.0	1.0	11.0	5.0	5.0	3.0
Мурманская область	Государственные, Муниципальные; очная	27 лет / 15	3.0	0.0	17.0	4.0	4.0	2.0	1.0	1.0	12.0	3.0	2.0	0.0	3.0	2.0	10.0	7.0	6.0	2.0
Мурманская область	Государственные, Муниципальные; очная	28 лет / 16	6.0	2.0	18.0	10.0	1.0	0.0	2.0	0.0	9.0	0.0	3.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очная	29 лет / 17	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	7.0	3.0	0.0	0.0	2.0	2.0	4.0	2.0	2.0	2.0
Мурманская область	Государственные, Муниципальные; очная	30-34 года / 18	10.0	5.0	27.0	16.0	2.0	2.0	5.0	1.0	20.0	7.0	0.0	0.0	14.0	10.0	22.0	16.0	5.0	3.0
Мурманская область	Государственные, Муниципальные; очная	35-39 лет / 19	6.0	0.0	14.0	3.0	0.0	0.0	3.0	2.0	12.0	6.0	0.0	0.0	15.0	9.0	24.0	14.0	11.0	8.0
Мурманская область	Государственные, Муниципальные; очная	40 лет и старше / 20	8.0	5.0	28.0	16.0	0.0	0.0	1.0	0.0	8.0	3.0	2.0	0.0	28.0	19.0	44.0	27.0	12.0	6.0
Мурманская область	Государственные, Муниципальные; очная	Всего / 01	712.0	325.0	2620.0	1304.0	467.0	317.0	154.0	41.0	713.0	144.0	39.0	2.0	201.0	116.0	301.0	165.0	92.0	59.0
Мурманская область	Государственные, Муниципальные; очная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	18 лет / 06	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	19 лет / 07	3.0	3.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	20 лет / 08	2.0	1.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	21 лет / 09	1.0	1.0	18.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	22 лет / 10	3.0	1.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	23 лет / 11	2.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	24 лет / 12	2.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	25 лет / 13	1.0	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	26 лет / 14	2.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	27 лет / 15	5.0	2.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	28 лет / 16	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	29 лет / 17	3.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	30-34 года / 18	7.0	5.0	13.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	35-39 лет / 19	6.0	4.0	15.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	40 лет и старше / 20	5.0	1.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	Всего / 01	45.0	23.0	112.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	7.0	1.0	0.0	0.0
Мурманская область	Государственные, Муниципальные; очно-заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	18 лет / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	19 лет / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	20 лет / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	21 лет / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	22 лет / 10	1.0	0.0	31.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	23 лет / 11	1.0	0.0	36.0	23.0	16.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	24 лет / 12	10.0	0.0	17.0	13.0	21.0	16.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	25 лет / 13	2.0	2.0	21.0	17.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	26 лет / 14	2.0	2.0	18.0	13.0	13.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	27 лет / 15	5.0	3.0	11.0	6.0	4.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	28 лет / 16	6.0	5.0	12.0	7.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	29 лет / 17	6.0	5.0	11.0	4.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	30-34 года / 18	5.0	4.0	11.0	5.0	6.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	35-39 лет / 19	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	40 лет и старше / 20	7.0	5.0	7.0	5.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	Всего / 01	47.0	28.0	177.0	112.0	84.0	71.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	18 лет / 06	16.0	10.0	39.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	19 лет / 07	10.0	4.0	21.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	20 лет / 08	12.0	8.0	19.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	21 лет / 09	12.0	5.0	35.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	22 лет / 10	0.0	0.0	17.0	13.0	14.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	23 лет / 11	0.0	0.0	19.0	14.0	18.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	24 лет / 12	0.0	0.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	25 лет / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	26 лет / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	27 лет / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	28 лет / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	29 лет / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	30-34 года / 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	35-39 лет / 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	40 лет и старше / 20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	Всего / 01	50.0	27.0	150.0	97.0	46.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	17 лет / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	18 лет / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	19 лет / 07	2.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	20 лет / 08	16.0	10.0	13.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	21 лет / 09	16.0	12.0	22.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	22 лет / 10	6.0	4.0	34.0	17.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	23 лет / 11	6.0	4.0	24.0	11.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	24 лет / 12	7.0	5.0	29.0	17.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	25 лет / 13	7.0	5.0	20.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	26 лет / 14	8.0	4.0	17.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	27 лет / 15	2.0	1.0	19.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	28 лет / 16	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	29 лет / 17	1.0	1.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	30-34 года / 18	1.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	35-39 лет / 19	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	40 лет и старше / 20	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	Всего / 01	72.0	48.0	219.0	95.0	37.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Мурманская область	очно-заочная; Частные	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	16 лет / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	17 лет / 05	49.0	37.0	65.0	52.0	0.0	0.0	9.0	7.0	9.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	18 лет / 06	316.0	254.0	384.0	307.0	0.0	0.0	51.0	44.0	53.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	19 лет / 07	446.0	271.0	871.0	628.0	0.0	0.0	155.0	127.0	203.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	20 лет / 08	911.0	487.0	2005.0	1222.0	0.0	0.0	152.0	118.0	277.0	201.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	21 лет / 09	550.0	197.0	2566.0	1562.0	2.0	2.0	165.0	88.0	389.0	287.0	0.0	0.0	88.0	58.0	97.0	67.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	22 лет / 10	293.0	89.0	2839.0	1700.0	136.0	108.0	96.0	27.0	459.0	281.0	0.0	0.0	314.0	238.0	420.0	302.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; заочная	23 лет / 11	143.0	37.0	2346.0	1211.0	722.0	546.0	78.0	17.0	431.0	202.0	12.0	9.0	184.0	137.0	496.0	371.0	2.0	1.0
Нижегородская область	Государственные, Муниципальные; заочная	24 лет / 12	94.0	29.0	1580.0	741.0	883.0	593.0	34.0	13.0	444.0	178.0	75.0	67.0	128.0	81.0	582.0	424.0	135.0	100.0
Нижегородская область	Государственные, Муниципальные; заочная	25 лет / 13	76.0	16.0	904.0	361.0	732.0	399.0	13.0	2.0	253.0	70.0	64.0	31.0	95.0	54.0	337.0	206.0	353.0	279.0
Нижегородская область	Государственные, Муниципальные; заочная	26 лет / 14	61.0	14.0	599.0	195.0	394.0	204.0	15.0	7.0	211.0	35.0	72.0	20.0	40.0	17.0	157.0	82.0	139.0	100.0
Нижегородская область	Государственные, Муниципальные; заочная	27 лет / 15	43.0	14.0	384.0	130.0	189.0	94.0	4.0	1.0	131.0	19.0	55.0	14.0	50.0	16.0	149.0	64.0	85.0	50.0
Нижегородская область	Государственные, Муниципальные; заочная	28 лет / 16	58.0	16.0	329.0	106.0	136.0	77.0	6.0	1.0	108.0	19.0	50.0	18.0	31.0	15.0	97.0	52.0	51.0	24.0
Нижегородская область	Государственные, Муниципальные; заочная	29 лет / 17	52.0	14.0	283.0	76.0	89.0	36.0	7.0	3.0	82.0	24.0	40.0	7.0	25.0	7.0	65.0	27.0	27.0	14.0
Нижегородская область	Государственные, Муниципальные; заочная	30-34 года / 18	204.0	52.0	1063.0	356.0	349.0	123.0	36.0	8.0	243.0	45.0	62.0	10.0	112.0	52.0	270.0	116.0	93.0	52.0
Нижегородская область	Государственные, Муниципальные; заочная	35-39 лет / 19	155.0	59.0	818.0	307.0	178.0	84.0	17.0	3.0	178.0	38.0	44.0	7.0	95.0	47.0	270.0	130.0	72.0	40.0
Нижегородская область	Государственные, Муниципальные; заочная	40 лет и старше / 20	94.0	30.0	625.0	274.0	209.0	76.0	11.0	4.0	92.0	20.0	38.0	7.0	152.0	78.0	311.0	151.0	110.0	54.0
Нижегородская область	Государственные, Муниципальные; заочная	Всего / 01	3545.0	1616.0	17661.0	9228.0	4019.0	2342.0	849.0	470.0	3563.0	1637.0	512.0	190.0	1314.0	800.0	3251.0	1992.0	1067.0	714.0
Нижегородская область	Государственные, Муниципальные; заочная	в возрасте (число полных лет  на 1 января): в возрасте моложе 15 лет / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Нижегородская область	Государственные, Муниципальные; очная	15 лет / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
