region	tags	indicator	Программы бакалавриата / Принято / 3	Программы бакалавриата / из них принято в пределах квоты приема лиц, имеющих особое право / 4	Программы бакалавриата / Численность студентов / 5	Программы бакалавриата / Выпуск / 6	Программы специалитета / Принято / 7	Программы специалитета / из них принято в пределах квоты приема лиц, имеющих особое право / 8	Программы специалитета / Численность студентов / 9	Программы специалитета / Выпуск / 10	Программы магистратуры / Принято / 11	Программы магистратуры / Численность студентов / 12	Программы магистратуры / Выпуск / 13
Омская область	очно-заочная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	очно-заочная; Частные	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	очно-заочная; Частные	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Омская область	очно-заочная; Частные	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Омская область	очно-заочная; Частные	Численность студентов, утративших статус «инвалид» / 12	0.0										
Омская область	очно-заочная; Частные	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Омская область	очно-заочная; Частные	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Омская область	очно-заочная; Частные	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Омская область	очно-заочная; Частные	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	6.0	5.0	14.0	3.0	2.0	1.0	6.0	1.0	0.0	2.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	3.0	1.0	26.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Оренбургская область	Государственные, Муниципальные; заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Оренбургская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «инвалид» / 12	4.0										
Оренбургская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Оренбургская область	Государственные, Муниципальные; заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Оренбургская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	2.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	1.0	1.0	13.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	4.0	3.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	1.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	16.0	14.0	51.0	10.0	16.0	16.0	42.0	2.0	4.0	5.0	1.0
Оренбургская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	14.0	12.0	56.0	12.0	1.0	1.0	3.0	1.0	0.0	4.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Оренбургская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	1.0										
Оренбургская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	18.0										
Оренбургская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	6.0										
Оренбургская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	5.0										
Оренбургская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	7.0	7.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	7.0	5.0	32.0	7.0	1.0	1.0	3.0	1.0	0.0	4.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Оренбургская область	Государственные, Муниципальные; очно-заочная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	0.0										
Оренбургская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «инвалид» / 12	0.0										
Оренбургская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Оренбургская область	Государственные, Муниципальные; очно-заочная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	0.0										
Оренбургская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Оренбургская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	1.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Орловская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	1.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Орловская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Орловская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	6.0	6.0	6.0	0.0	4.0	4.0	5.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	20.0	19.0	66.0	16.0	5.0	5.0	36.0	6.0	12.0	18.0	6.0
Орловская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	6.0	3.0	9.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Орловская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Орловская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	2.0										
Орловская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	9.0										
Орловская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	0.0										
Орловская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	11.0										
Орловская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	6.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Орловская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Орловская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	Инвалиды (кроме учтенных в стр. 02) / 04	7.0	7.0	28.0	3.0	0.0	0.0	3.0	2.0	2.0	9.0	2.0
Пензенская область	Государственные, Муниципальные; заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	10.0	9.0	9.0	0.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	3.0	2.0	24.0	5.0	1.0	1.0	4.0	0.0	2.0	4.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Инвалиды (кроме учтенных в стр. 02) / 04	37.0	28.0	118.0	21.0	13.0	9.0	59.0	2.0	10.0	19.0	10.0
Пензенская область	Государственные, Муниципальные; очная	Студенты с ограниченными возможностями здоровья / 01	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	Численность студентов утративших статус «лицо с ограниченными возможностями здоровья» / 11	0.0										
Пензенская область	Государственные, Муниципальные; очная	Численность студентов, которые впервые приобрели статус инвалидности или лица с ограниченными возможностями здоровья / 15	3.0										
Пензенская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «инвалид» / 12	10.0										
Пензенская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» без присвоения статуса «инвалид» / 13	1.0										
Пензенская область	Государственные, Муниципальные; очная	Численность студентов, утративших статус «ребёнок-инвалид» с присвоением статуса «инвалид» / 14	12.0										
Пензенская область	Государственные, Муниципальные; очная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очная	из них: инвалиды / 02	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	дети-инвалиды / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	Государственные, Муниципальные; очно-заочная	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	Студенты с ограниченными возможностями здоровья / 01	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	дети-инвалиды / 03	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очная; Частные	из них: инвалиды / 02	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Дети-инвалиды (кроме учтенных в стр. 03) / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Из них (из стр.05) обучаются по адаптированным образовательным программам: Дети-инвалиды (кроме учтенных в стр. 08) / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Инвалиды (кроме учтенных в стр. 02) / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	Студенты с ограниченными возможностями здоровья / 01	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	дети-инвалиды / 03	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пензенская область	очно-заочная; Частные	из них: инвалиды / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	Государственные, Муниципальные; заочная	Дети-инвалиды (кроме учтенных в стр. 03) / 05	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	Государственные, Муниципальные; заочная	Из них (из стр.01) обучаются по адаптированным образовательным программам: Студенты с ограниченными возможностями здоровья / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	Государственные, Муниципальные; заочная	Из них (из стр.02) обучаются по адаптированным образовательным программам: из них: инвалиды / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	Государственные, Муниципальные; заочная	Из них (из стр.03) обучаются по адаптированным образовательным программам: из них: дети-инвалиды / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Пермский край	Государственные, Муниципальные; заочная	Из них (из стр.04) обучаются по адаптированным образовательным программам: Инвалиды (кроме учтенных в стр. 07) / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
