region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 6	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 7	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 8	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 9	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 10
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	2851.0	536.0	1583.0	321.0	1992.0	250.0	1257.0	323.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	3.0	1.0	0.0	0.0	234.0	49.0	78.0	12.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	1650.0	604.0	351.0	116.0	140.0	62.0	131.0	71.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	2851.0	536.0	1583.0	321.0	1992.0	250.0	1257.0	323.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	9.0	3.0	3.0	0.0	402.0	73.0	182.0	25.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	2097.0	746.0	407.0	135.0	247.0	86.0	178.0	96.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	67.0	30.0	615.0	263.0	0.0	0.0	20.0	14.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	32.0	13.0	179.0	59.0	0.0	0.0	6.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	8.0	6.0	93.0	33.0	0.0	0.0	4.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	18.0	5.0	313.0	144.0	0.0	0.0	10.0	9.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	8.0	6.0	93.0	33.0	0.0	0.0	4.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	35.0	17.0	421.0	198.0	0.0	0.0	14.0	14.0
Республика Северная Осетия - Алания	заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	40.0	35.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	35.0	30.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	70.0	49.0	0.0	0.0	16.0	5.0
Республика Северная Осетия - Алания	очная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	27.0	14.0	0.0	0.0	14.0	4.0
Республика Северная Осетия - Алания	очная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	27.0	14.0	0.0	0.0	14.0	4.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	27.0	27.0	0.0	0.0	1.0	1.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	27.0	14.0	0.0	0.0	14.0	4.0
Республика Северная Осетия - Алания	очная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	29.0	28.0	0.0	0.0	2.0	1.0
Республика Северная Осетия - Алания	очная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	30.0	18.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очно-заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	10279.0	2060.0	9514.0	3116.0	627.0	129.0	631.0	191.0
Республика Татарстан	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  среднего общего / 02	4097.0	399.0	2768.0	454.0	191.0	25.0	220.0	45.0
Республика Татарстан	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	108.0	43.0	0.0	0.0	1.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	60.0	19.0	0.0	0.0	1.0	1.0
Республика Татарстан	Государственные, Муниципальные; заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	13.0	1.0	8.0	1.0	0.0	0.0	4.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	2939.0	230.0	1735.0	193.0	144.0	15.0	168.0	26.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	1575.0	329.0	1358.0	308.0	43.0	4.0	25.0	1.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	2246.0	712.0	2052.0	815.0	182.0	21.0	276.0	102.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	23.0	6.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	2926.0	229.0	1727.0	192.0	144.0	15.0	164.0	26.0
Республика Татарстан	Государственные, Муниципальные; заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	2415.0	508.0	2400.0	827.0	57.0	6.0	34.0	2.0
Республика Татарстан	Государственные, Муниципальные; заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	3767.0	1153.0	4173.0	1772.0	379.0	98.0	375.0	143.0
Республика Татарстан	Государственные, Муниципальные; очная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	160947.0	10082.0	62094.0	6425.0	20119.0	1755.0	13536.0	2056.0
Республика Татарстан	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  среднего общего / 02	153323.0	8516.0	59295.0	6082.0	18696.0	1492.0	12695.0	1960.0
Республика Татарстан	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	56.0	10.0	0.0	0.0	22.0	2.0
Республика Татарстан	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	13.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	18.0	5.0	0.0	0.0	34.0	3.0
Республика Татарстан	Государственные, Муниципальные; очная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	869.0	51.0	352.0	25.0	89.0	13.0	316.0	2.0
Республика Татарстан	Государственные, Муниципальные; очная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	34.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	3.0	2.0	0.0	0.0	5.0	2.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	141105.0	7472.0	50122.0	3960.0	17346.0	1385.0	8434.0	934.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	1962.0	413.0	812.0	78.0	166.0	24.0	114.0	16.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	4381.0	902.0	1290.0	155.0	906.0	191.0	360.0	51.0
Республика Татарстан	Государственные, Муниципальные; очная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	28.0	1.0	0.0	0.0	2.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	из строки 03 – выпускники:  общеобразовательных организаций / 04	140236.0	7421.0	49770.0	3935.0	17257.0	1372.0	8118.0	932.0
Республика Татарстан	Государственные, Муниципальные; очная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	2472.0	512.0	1188.0	126.0	220.0	30.0	279.0	30.0
Республика Татарстан	Государственные, Муниципальные; очная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	5152.0	1054.0	1524.0	201.0	1203.0	233.0	506.0	61.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	2445.0	365.0	3972.0	1103.0	0.0	0.0	134.0	75.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  среднего общего / 02	1544.0	172.0	2254.0	381.0	0.0	0.0	78.0	33.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	106.0	60.0	0.0	0.0	21.0	16.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	6.0	5.0	0.0	0.0	8.0	8.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	41.0	17.0	0.0	0.0	7.0	5.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	6.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	8.0	3.0	0.0	0.0	3.0	3.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	1.0	1.0	0.0	0.0	4.0	4.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	1280.0	122.0	1711.0	201.0	0.0	0.0	39.0	9.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	109.0	8.0	188.0	56.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	385.0	71.0	822.0	311.0	0.0	0.0	5.0	3.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	85.0	48.0	0.0	0.0	8.0	4.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из строки 03 – выпускники:  общеобразовательных организаций / 04	1274.0	120.0	1706.0	201.0	0.0	0.0	39.0	9.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	168.0	22.0	348.0	130.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	среднего профессионального по программам подготовки  специалистов среднего звена / 10	733.0	171.0	1217.0	510.0	0.0	0.0	20.0	13.0
Республика Татарстан	заочная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	0.0	0.0	2413.0	1555.0	0.0	0.0	170.0	166.0
Республика Татарстан	заочная; Частные	в том числе поступали на базе образования:  среднего общего / 02	0.0	0.0	480.0	215.0	0.0	0.0	73.0	69.0
Республика Татарстан	заочная; Частные	высшего, подтвержденного дипломом: бакалавра / 12	0.0	0.0	125.0	100.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	высшего, подтвержденного дипломом: магистра / 16	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	высшего, подтвержденного дипломом: специалиста / 14	0.0	0.0	95.0	75.0	0.0	0.0	1.0	1.0
Республика Татарстан	заочная; Частные	других организаций, осуществляющих образовательную  деятельность по программам среднего общего образования / 07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них отдельных общеобразовательных организаций, осуществляющих обучение по адаптированным основным  общеобразовательным программам / 05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года  по 30 сентября текущего года / 17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года (сумма стр. 04, 06, 07) / 03	0.0	0.0	244.0	79.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года по  30 сентября текущего года / 09	0.0	0.0	29.0	13.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 11	0.0	0.0	830.0	287.0	0.0	0.0	13.0	13.0
Республика Татарстан	заочная; Частные	из них полученного за период с 1 октября прошлого года по 30 сентября текущего года / 13	0.0	0.0	16.0	13.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	из строки 03 – выпускники:  общеобразовательных организаций / 04	0.0	0.0	243.0	79.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	специальных учебно-воспитательных учреждений для  обучающихся с девиантным (общественно-опасным)  поведением / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	среднего профессионального по программам подготовки  квалифицированных рабочих, служащих / 08	0.0	0.0	198.0	155.0	0.0	0.0	3.0	3.0
Республика Татарстан	заочная; Частные	среднего профессионального по программам подготовки  специалистов среднего звена / 10	0.0	0.0	1510.0	1005.0	0.0	0.0	93.0	93.0
Республика Татарстан	очная; Частные	Всего (сумма строк 02, 08, 10, 12, 13, 14, 16) / 01	2795.0	153.0	7267.0	2346.0	0.0	0.0	417.0	288.0
