region	tags	indicator	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 3	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 4	Программы бакалавриата / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 5	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 6	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / принято / 7	Программы бакалавриата / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 8	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / подано заявлений / 9	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / принято / 10	Программы специалитета / Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / из них лиц, имеющих преимущест-венное право зачисления / 11	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / подано заявлений / 12	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / принято / 13	Программы специалитета / Обучение по договорам об оказании платных образовательных услуг / из них лиц, имеющих преимущест-венное право зачисления / 14
Республика Бурятия	очно-заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	117.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	115.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Бурятия	очно-заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 16) / 01	2498.0	1088.0	0.0	2161.0	1597.0	0.0	217.0	25.0	0.0	1217.0	766.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	Второе высшее образование / 16	0.0	0.0	0.0	152.0	110.0	0.0	0.0	0.0	0.0	40.0	27.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	2498.0	1088.0	0.0	2009.0	1487.0	0.0	217.0	25.0	0.0	1177.0	739.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	93.0	34.0	0.0	151.0	68.0	0.0	17.0	2.0	0.0	172.0	75.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	42.0	39.0	36.0	0.0	0.0	0.0	10.0	1.0	1.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	44.0	42.0	38.0	0.0	0.0	0.0	10.0	1.0	1.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	на места в рамках квоты приема на целевое обучение / 13	15.0	14.0	2.0	0.0	0.0	0.0	4.0	4.0	1.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	на места по общему конкурсу / 14	2439.0	1032.0	5.0	2009.0	1487.0	9.0	203.0	20.0	0.0	1177.0	739.0	7.0
Республика Дагестан	Государственные, Муниципальные; заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	2058.0	928.0	0.0	1750.0	1337.0	0.0	200.0	23.0	0.0	982.0	656.0	0.0
Республика Дагестан	Государственные, Муниципальные; заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	347.0	126.0	0.0	108.0	82.0	0.0	0.0	0.0	0.0	23.0	8.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	Всего (сумма строк 02, 16) / 01	10198.0	3619.0	0.0	2271.0	1030.0	0.0	5339.0	867.0	0.0	4826.0	579.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	Второе высшее образование / 16	0.0	0.0	0.0	9.0	8.0	0.0	0.0	0.0	0.0	58.0	4.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	10198.0	3619.0	0.0	2262.0	1022.0	0.0	5339.0	867.0	0.0	4768.0	575.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	4863.0	1111.0	0.0	1294.0	445.0	0.0	3703.0	636.0	0.0	3357.0	255.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	424.0	146.0	53.0	0.0	0.0	0.0	574.0	70.0	6.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	32.0	16.0	6.0	0.0	0.0	0.0	28.0	5.0	2.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	28.0	18.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	на места в пределах квоты приема лиц, имеющих особое право / 08	466.0	177.0	65.0	0.0	0.0	0.0	602.0	75.0	8.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	на места в рамках квоты приема на целевое обучение / 13	115.0	98.0	8.0	0.0	0.0	0.0	425.0	410.0	11.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	на места по общему конкурсу / 14	9617.0	3344.0	272.0	2262.0	1022.0	54.0	4305.0	375.0	14.0	4768.0	575.0	17.0
Республика Дагестан	Государственные, Муниципальные; очная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	4032.0	2032.0	0.0	881.0	534.0	0.0	1629.0	230.0	0.0	1392.0	318.0	0.0
Республика Дагестан	Государственные, Муниципальные; очная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	1303.0	476.0	0.0	87.0	43.0	0.0	7.0	1.0	0.0	19.0	2.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 16) / 01	61.0	26.0	0.0	1159.0	856.0	0.0	0.0	0.0	0.0	36.0	29.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	Второе высшее образование / 16	0.0	0.0	0.0	12.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	61.0	26.0	0.0	1147.0	847.0	0.0	0.0	0.0	0.0	36.0	29.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	20.0	8.0	0.0	145.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	на места в рамках квоты приема на целевое обучение / 13	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	на места по общему конкурсу / 14	57.0	24.0	0.0	1140.0	840.0	3.0	0.0	0.0	0.0	36.0	29.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	40.0	18.0	0.0	982.0	760.0	0.0	0.0	0.0	0.0	36.0	29.0	0.0
Республика Дагестан	Государственные, Муниципальные; очно-заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	1.0	0.0	0.0	20.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	Всего (сумма строк 02, 16) / 01	25.0	25.0	0.0	366.0	366.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	25.0	25.0	0.0	357.0	357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	9.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	на места по общему конкурсу / 14	25.0	25.0	0.0	357.0	357.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	25.0	25.0	0.0	335.0	335.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	Всего (сумма строк 02, 16) / 01	61.0	61.0	0.0	663.0	653.0	0.0	0.0	0.0	0.0	168.0	121.0	0.0
Республика Дагестан	очная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Республика Дагестан	очная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	61.0	61.0	0.0	659.0	649.0	0.0	0.0	0.0	0.0	166.0	119.0	0.0
Республика Дагестан	очная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	1.0	1.0	0.0	44.0	44.0	0.0	0.0	0.0	0.0	54.0	39.0	0.0
Республика Дагестан	очная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очная; Частные	на места по общему конкурсу / 14	61.0	61.0	0.0	659.0	649.0	0.0	0.0	0.0	0.0	166.0	119.0	0.0
Республика Дагестан	очная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	60.0	60.0	0.0	597.0	587.0	0.0	0.0	0.0	0.0	112.0	80.0	0.0
Республика Дагестан	очная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	18.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	Всего (сумма строк 02, 16) / 01	0.0	0.0	0.0	144.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	Второе высшее образование / 16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	0.0	0.0	0.0	144.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	на места в пределах квоты приема лиц, имеющих особое право / 08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	на места в рамках квоты приема на целевое обучение / 13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	на места по общему конкурсу / 14	0.0	0.0	0.0	144.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	0.0	0.0	0.0	141.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Дагестан	очно-заочная; Частные	результатов ЕГЭ и дополнительных вступительных испытаний / 04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 16) / 01	662.0	188.0	0.0	514.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	Второе высшее образование / 16	0.0	0.0	0.0	45.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	Первое высшее образование (сумма строк 03 - 05; сумма строк 06, 08, 13, 14) / 02	662.0	188.0	0.0	469.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	в том числе поступали на основании:  исключительно результатов ЕГЭ / 03	77.0	10.0	0.0	33.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	"ветераны боевых действий из числа лиц, указанных в подпунктах  1 - 4 пункта 1 статьи 3 Федерального закона от 12 января 1995 года № 5-ФЗ ""О ветеранах"" / 12"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	дети-инвалиды, инвалиды I и II групп, инвалиды с детства,  инвалиды вследствие военной травмы или заболевания,  полученных в период прохождения военной службы / 11	61.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	из них (из строки 06) победители и призеры заключительного этапа  всероссийских олимпиад школьников / 07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	из них (из строки 08): дети-сироты и дети, оставшиеся без попечения родителей / 09	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	из них (из строки 14) выпускники подготовительных  курсов при данной образовательной организации  высшего образования / 15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	из строки 02 в том числе по условиям поступления:  прием без вступительных испытаний / 06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	лица из числа детей-сирот и детей, оставшихся без попечения  родителей / 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	на места в пределах квоты приема лиц, имеющих особое право / 08	65.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	на места в рамках квоты приема на целевое обучение / 13	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	на места по общему конкурсу / 14	593.0	170.0	0.0	469.0	270.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	по результатам вступительных испытаний, проводимых  образовательной организацией высшего образования самостоятельно / 05	514.0	155.0	0.0	424.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; заочная	результатов ЕГЭ и дополнительных вступительных испытаний / 04	71.0	23.0	0.0	12.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Ингушетия	Государственные, Муниципальные; очная	Всего (сумма строк 02, 16) / 01	2118.0	598.0	0.0	351.0	117.0	0.0	510.0	117.0	0.0	243.0	112.0	0.0
