region	tags	indicator	Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / Подано заявлений / 3	Обучение за счет бюджетных ассигнований федерального бюджета, бюджета субъекта Российской Федерации, местного бюджета / Принято / 4	Обучение по договорам об оказании платных образовательных услуг / Подано заявлений / 5	Обучение по договорам об оказании платных образовательных услуг / Принято / 6
Республика Саха (Якутия)	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	219.0	81.0	509.0	391.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	213.0	77.0	430.0	334.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	6.0	4.0	1.0	1.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	93.0	39.0	284.0	133.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	13.0	4.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	5.0	1.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	11.0	7.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	67.0	49.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	1257.0	548.0	453.0	201.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	1195.0	529.0	426.0	192.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	62.0	19.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	944.0	462.0	396.0	173.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	1.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	7.0	4.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	8.0	5.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	19.0	4.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	103.0	50.0	164.0	77.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	100.0	48.0	121.0	54.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	3.0	2.0	3.0	3.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	43.0	18.0	70.0	28.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	0.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	4.0	2.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	4.0	2.0
Республика Северная Осетия - Алания	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	36.0	18.0
Республика Северная Осетия - Алания	заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	32.0	29.0
Республика Северная Осетия - Алания	заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	23.0	21.0
Республика Северная Осетия - Алания	заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	7.0	6.0
Республика Северная Осетия - Алания	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	заочная; Частные	магистра / 06	0.0	0.0	1.0	1.0
Республика Северная Осетия - Алания	заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	1.0	1.0
Республика Северная Осетия - Алания	очная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	20.0	18.0
Республика Северная Осетия - Алания	очная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	19.0	17.0
Республика Северная Осетия - Алания	очная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	1.0	1.0
Республика Северная Осетия - Алания	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	12.0	10.0
Республика Северная Осетия - Алания	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	магистра / 06	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	очная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	3174.0	804.0	2529.0	844.0
Республика Татарстан	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	2789.0	651.0	2223.0	715.0
Республика Татарстан	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	385.0	153.0	201.0	83.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	2049.0	470.0	1680.0	505.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	7.0	6.0
Республика Татарстан	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	9.0	0.0
Республика Татарстан	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	21.0	7.0
Республика Татарстан	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	84.0	39.0
Республика Татарстан	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	19125.0	6217.0	6812.0	949.0
Республика Татарстан	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	43.0	43.0
Республика Татарстан	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	17414.0	5423.0	6171.0	869.0
Республика Татарстан	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	1711.0	794.0	278.0	23.0
Республика Татарстан	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	14342.0	4614.0	5043.0	616.0
Республика Татарстан	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	12.0	0.0
Республика Татарстан	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	26.0	7.0
Республика Татарстан	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	65.0	22.0
Республика Татарстан	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	298.0	35.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	1087.0	222.0	862.0	332.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	876.0	165.0	744.0	289.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	211.0	57.0	96.0	33.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	574.0	107.0	533.0	219.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	4.0	2.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	1.0	0.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	9.0	3.0
Республика Татарстан	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	13.0	7.0
Республика Татарстан	заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	499.0	293.0
Республика Татарстан	заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Татарстан	заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	409.0	234.0
Республика Татарстан	заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	26.0	11.0
Республика Татарстан	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	233.0	58.0
Республика Татарстан	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2.0	0.0
Республика Татарстан	заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	1.0	1.0
Республика Татарстан	заочная; Частные	магистра / 06	0.0	0.0	7.0	5.0
Республика Татарстан	заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	57.0	43.0
Республика Татарстан	очная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	240.0	80.0	631.0	370.0
Республика Татарстан	очная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	3.0	3.0
Республика Татарстан	очная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	218.0	70.0	576.0	340.0
Республика Татарстан	очная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	22.0	10.0	19.0	5.0
Республика Татарстан	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	173.0	54.0	423.0	227.0
Республика Татарстан	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	9.0	5.0
Республика Татарстан	очная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	4.0	3.0
Республика Татарстан	очная; Частные	магистра / 06	0.0	0.0	10.0	7.0
Республика Татарстан	очная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	26.0	18.0
Республика Татарстан	очно-заочная; Частные	Всего (сумма строк 02, 04, 06, 08) / 01	0.0	0.0	89.0	38.0
Республика Татарстан	очно-заочная; Частные	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Татарстан	очно-заочная; Частные	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	0.0	0.0	53.0	19.0
Республика Татарстан	очно-заочная; Частные	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	0.0	0.0	22.0	18.0
Республика Татарстан	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	0.0	0.0	31.0	6.0
Республика Татарстан	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	1.0	0.0
Республика Татарстан	очно-заочная; Частные	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Татарстан	очно-заочная; Частные	магистра / 06	0.0	0.0	2.0	0.0
Республика Татарстан	очно-заочная; Частные	специалиста (кроме стр. 08) / 04	0.0	0.0	12.0	1.0
Республика Тыва	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	678.0	106.0	908.0	165.0
Республика Тыва	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	658.0	100.0	866.0	140.0
Республика Тыва	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	20.0	6.0	25.0	17.0
Республика Тыва	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	305.0	44.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	7.0	4.0
Республика Тыва	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	10.0	4.0
Республика Тыва	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	142.0	72.0	14.0	9.0
Республика Тыва	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	130.0	65.0	8.0	5.0
Республика Тыва	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	12.0	7.0	6.0	4.0
Республика Тыва	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	62.0	34.0	2.0	1.0
Республика Тыва	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	161.0	35.0	55.0	41.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	144.0	31.0	34.0	26.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	17.0	4.0	21.0	15.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	38.0	16.0	21.0	16.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	магистра / 06	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, Муниципальные; очно-заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	512.0	95.0	535.0	78.0
Республика Хакасия	Государственные, Муниципальные; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	458.0	76.0	476.0	75.0
Республика Хакасия	Государственные, Муниципальные; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	54.0	19.0	51.0	3.0
Республика Хакасия	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	298.0	51.0	308.0	42.0
Республика Хакасия	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; заочная	магистра / 06	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	8.0	0.0
Республика Хакасия	Государственные, Муниципальные; очная	Всего (сумма строк 02, 04, 06, 08) / 01	503.0	241.0	429.0	26.0
Республика Хакасия	Государственные, Муниципальные; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	1.0	1.0	1.0	0.0
Республика Хакасия	Государственные, Муниципальные; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	424.0	195.0	368.0	23.0
Республика Хакасия	Государственные, Муниципальные; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	79.0	46.0	56.0	3.0
Республика Хакасия	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	339.0	160.0	301.0	20.0
Республика Хакасия	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, Муниципальные; очная	магистра / 06	0.0	0.0	1.0	0.0
Республика Хакасия	Государственные, Муниципальные; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	4.0	0.0
Российская Федерация	Всего	Всего (сумма строк 02, 04, 06, 08) / 01	531014.0	158226.0	272269.0	103932.0
Российская Федерация	Всего	Из строки 01: выпускники подготовительных курсов при данной организации / 09	2441.0	890.0	1817.0	880.0
Российская Федерация	Всего	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	480182.0	140107.0	227511.0	81171.0
Российская Федерация	Всего	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	50832.0	18119.0	24613.0	12493.0
Российская Федерация	Всего	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	369612.0	110594.0	149828.0	46048.0
Российская Федерация	Всего	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	2271.0	1011.0
Российская Федерация	Всего	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	951.0	334.0
Российская Федерация	Всего	магистра / 06	0.0	0.0	4734.0	2228.0
Российская Федерация	Всего	специалиста (кроме стр. 08) / 04	0.0	0.0	15411.0	8040.0
Российская Федерация	Всего; заочная	Всего (сумма строк 02, 04, 06, 08) / 01	87089.0	23621.0	108817.0	53314.0
Российская Федерация	Всего; заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	192.0	40.0	549.0	287.0
Российская Федерация	Всего; заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	73884.0	18860.0	85106.0	39678.0
Российская Федерация	Всего; заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	13205.0	4761.0	12662.0	7206.0
Российская Федерация	Всего; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	46158.0	10911.0	46700.0	17920.0
Российская Федерация	Всего; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	1168.0	588.0
Российская Федерация	Всего; заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	302.0	120.0
Российская Федерация	Всего; заочная	магистра / 06	0.0	0.0	2154.0	1167.0
Российская Федерация	Всего; заочная	специалиста (кроме стр. 08) / 04	0.0	0.0	8895.0	5263.0
Российская Федерация	Всего; очная	Всего (сумма строк 02, 04, 06, 08) / 01	425033.0	129063.0	134588.0	38295.0
Российская Федерация	Всего; очная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	2189.0	827.0	1131.0	519.0
Российская Федерация	Всего; очная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	390770.0	117183.0	120792.0	32968.0
Российская Федерация	Всего; очная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	34263.0	11880.0	7976.0	3190.0
Российская Федерация	Всего; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	313722.0	97378.0	90550.0	23628.0
Российская Федерация	Всего; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	755.0	271.0
Российская Федерация	Всего; очная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 07	0.0	0.0	503.0	141.0
Российская Федерация	Всего; очная	магистра / 06	0.0	0.0	1925.0	736.0
Российская Федерация	Всего; очная	специалиста (кроме стр. 08) / 04	0.0	0.0	3895.0	1401.0
Российская Федерация	Всего; очно-заочная	Всего (сумма строк 02, 04, 06, 08) / 01	18892.0	5542.0	28864.0	12323.0
Российская Федерация	Всего; очно-заочная	Из строки 01: выпускники подготовительных курсов при данной организации / 09	60.0	23.0	137.0	74.0
Российская Федерация	Всего; очно-заочная	в том числе поступали на базе образования:  высшего, подтвержденного дипломом: бакалавра / 02	15528.0	4064.0	21613.0	8525.0
Российская Федерация	Всего; очно-заочная	высшего профессионального, подтвержденного присвоением квалификации «дипломированный специалист» / 08	3364.0	1478.0	3975.0	2097.0
Российская Федерация	Всего; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 03	9732.0	2305.0	12578.0	4500.0
Российская Федерация	Всего; очно-заочная	из них получили указанное образование за период с 1 октября  прошлого года по 30 сентября текущего года / 05	0.0	0.0	348.0	152.0
