region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 23.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 17.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Числен-ность студентов > 19.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > женщины > 20.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > осваивают программу среднего общего образования > всего > 21.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них > осваивают программу среднего общего образования > из них женщины > 22.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них женщины > 18.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > из них женщины > 24.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 29.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 25.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Числен-ность студентов > 27.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 26.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 28.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > из них женщины > 30.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 9.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Числен-ность студентов > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > женщины > 6.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > осваивают программу среднего общего образования > всего > 7.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них > осваивают программу среднего общего образования > из них женщины > 8.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них женщины > 10.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > из них женщины > 4.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 15.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 11.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Числен-ность студентов > 13.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 12.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 14.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > из них женщины > 16.0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	32	0	0	0	0	15	0	0	0	0	14
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1	1	1	0	9	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    16 лет / 6.0	0	38	38	1	38	1	1	0	0	0	0	0	0	0	0	159	159	87	158	86	0	85	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    17 лет / 7.0	0	17	64	16	64	16	1	0	0	0	0	0	0	0	0	71	192	111	166	87	0	43	0	1	0	1	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    18 лет / 8.0	1	13	70	18	70	18	0	0	0	0	0	0	0	0	1	29	145	82	105	58	1	16	0	16	16	10	10	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    19 лет / 9.0	34	3	33	6	33	6	0	0	0	0	0	0	0	0	17	6	136	77	96	55	13	5	2	3	8	3	7	2
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    20 лет / 10.0	28	4	12	4	12	4	0	3	0	0	0	0	0	0	81	4	68	35	41	18	30	2	8	3	5	3	5	7
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    21 лет / 11.0	10	1	9	4	9	4	0	2	0	0	0	0	0	0	32	3	19	6	14	4	11	1	11	1	1	1	1	10
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    22 лет / 12.0	7	1	4	1	4	1	0	6	0	0	0	0	0	0	10	0	6	4	3	2	5	0	1	0	3	0	3	1
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    23 лет / 13.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	1	10	4	5	2	2	1	0	0	1	0	1	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    24 лет / 14.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	1	4	1	0	0	1	1	1	1	1	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	1	1	0	0	0	1	0	1	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    26 лет / 16.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    28 лет / 18.0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	14	1
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	3	6
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ненецкий автономный округ	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего / 1.0	81	77	233	50	233	50	2	11	0	0	0	0	0	0	150	284	743	410	596	316	63	162	37	25	58	19	50	34
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	2	0	2	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	41	21	17	14	0	20	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	58	33	28	26	0	7	0	13	13	12	11	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	50	19	11	11	0	2	0	105	128	90	108	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	67	37	25	24	0	3	0	80	215	53	162	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	50	16	7	7	5	0	11	35	250	20	168	9
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	33	14	7	6	7	2	63	59	244	24	146	47
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	23	10	9	7	5	1	54	45	164	22	90	35
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	18	7	5	4	3	1	55	27	174	8	70	29
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	15	9	3	2	5	1	38	27	95	11	38	20
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	15	7	7	6	4	2	34	34	125	12	47	12
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	5	1	1	1	1	48	31	134	10	61	24
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	2	2	0	0	39	47	132	13	57	15
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	1	0	34	33	137	16	61	12
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	9	5	4	4	2	1	54	44	170	10	67	18
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	55	25	21	15	4	4	199	186	635	96	318	78
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	28	10	11	10	6	4	199	204	721	96	333	105
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	27	10	10	9	3	0	300	166	715	81	312	140
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	107	520	236	170	150	46	51	1128	1136	4052	574	2049	544
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    13 лет / 3.0	0	101	108	30	108	30	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    14 лет / 4.0	0	16	154	47	154	47	4	0	0	0	0	0	0	0	0	11	14	7	9	5	0	6	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    15 лет / 5.0	5	257	394	107	319	91	72	0	0	0	0	0	0	0	0	1309	1253	624	893	443	0	645	0	1	0	1	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    16 лет / 6.0	96	2270	2478	563	1849	447	494	11	0	0	0	0	0	0	0	10899	11877	6090	8835	4440	0	5534	0	18	23	11	11	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    17 лет / 7.0	29	728	3002	678	2044	494	177	15	0	2	2	0	0	0	22	1992	12065	6026	5443	2680	17	1032	0	104	129	70	80	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    18 лет / 8.0	267	258	2902	645	1897	457	64	33	3	17	17	3	3	0	554	550	11523	5772	4930	2431	364	260	0	941	1045	576	650	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    19 лет / 9.0	1636	100	1179	315	758	216	38	310	37	6	6	0	0	16	3289	134	9140	4087	3676	1584	1972	67	85	172	1007	98	589	48
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    20 лет / 10.0	750	80	380	139	246	83	32	201	11	2	2	1	1	3	5243	59	2150	927	694	269	2249	34	286	89	820	59	502	194
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    21 лет / 11.0	181	32	139	56	93	41	12	45	4	4	4	0	0	3	1118	38	650	353	227	101	393	21	404	38	328	24	214	251
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    22 лет / 12.0	65	19	110	42	69	26	6	34	4	1	1	1	1	3	204	22	272	130	77	28	92	13	173	38	141	25	94	123
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    23 лет / 13.0	37	9	55	21	28	10	6	23	4	2	3	0	1	2	58	14	123	58	41	19	22	5	85	30	72	23	48	53
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    24 лет / 14.0	24	9	36	13	17	5	2	15	4	1	1	0	0	2	35	13	71	28	14	6	19	5	41	19	37	14	23	23
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    25 лет / 15.0	16	7	20	10	11	6	3	9	1	1	1	0	0	0	20	17	68	34	22	13	7	9	35	22	41	13	20	20
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    26 лет / 16.0	4	5	18	6	10	4	4	1	3	0	0	0	0	1	5	13	57	27	16	9	2	8	40	31	52	22	35	31
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    27 лет / 17.0	1	7	23	12	16	8	4	1	2	0	0	0	0	0	13	9	47	22	13	8	6	2	19	21	38	17	29	16
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    28 лет / 18.0	1	12	18	9	15	8	6	0	2	0	1	0	1	1	9	18	42	17	15	7	4	7	25	26	40	25	37	22
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    29 лет / 19.0	0	13	26	8	16	6	5	0	4	0	0	0	0	0	8	13	42	13	7	3	4	7	33	18	43	17	39	27
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    30-34 лет / 20.0	7	19	58	12	32	8	6	2	15	4	4	3	3	8	34	42	145	68	26	8	18	12	59	95	167	79	143	48
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    35-39 лет / 21.0	6	10	42	9	20	6	2	2	25	7	7	4	4	10	42	35	137	77	21	11	22	21	54	110	206	89	167	41
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    40 лет и старше / 22.0	7	17	51	22	24	12	9	0	32	10	8	8	7	19	63	51	136	91	24	15	35	34	109	214	327	193	281	101
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	3	3	0	3	0	0	0	0	0	0	0	0	0	68	3	0	0	0	0	52	0	0	0	0	0	0	0
Нижегородская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего / 1.0	3132	3972	11196	2744	7729	2005	975	702	151	57	57	20	21	68	10785	15242	49812	24451	24983	12080	5278	7722	1448	1987	4516	1356	2962	998
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	2	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	12	12	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	38	28	28	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	9	49	6	35	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	11	43	6	40	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	17	59	13	46	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	40	13	26	14
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	8	8	35	5	25	6
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	46	7	35	6
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	56	7	46	8
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	6	63	4	57	7
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	63	8	47	9
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	13	67	9	53	11
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	16	85	10	75	14
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	45	77	233	54	163	36
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	65	104	251	83	196	56
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	43	104	229	84	175	34
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	20	0	15	0	0	0	0	0	0	0	0	0	252	460	1376	351	1061	201
Нижегородская область	Частные; Заочная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Частные; Заочная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Частные; Заочная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	27	22	25	20	0	20	0	0	0	0	0	0
Нижегородская область	Частные; Заочная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	158	196	127	149	103	1	106	0	4	5	2	3	0
Нижегородская область	Частные; Заочная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	132	303	196	133	89	4	82	0	14	15	12	13	0
Нижегородская область	Частные; Заочная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	67	334	227	68	51	2	47	1	41	53	36	47	1
Нижегородская область	Частные; Заочная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	62	320	220	94	67	2	37	0	35	88	24	66	0
Нижегородская область	Частные; Заочная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	42	245	151	46	30	19	27	10	51	128	29	88	6
Нижегородская область	Частные; Заочная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	36	148	82	40	22	26	18	27	25	98	7	49	19
Нижегородская область	Частные; Заочная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	113	68	30	19	13	15	28	27	84	11	33	20
Нижегородская область	Частные; Заочная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	71	38	15	6	7	6	17	32	92	11	29	12
Нижегородская область	Частные; Заочная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	67	30	18	8	5	6	18	19	80	6	23	5
Нижегородская область	Частные; Заочная	    25 лет / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	68	35	18	10	7	10	34	25	71	9	23	10
Нижегородская область	Частные; Заочная	    26 лет / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	69	29	16	9	5	9	16	18	75	8	20	5
Нижегородская область	Частные; Заочная	    27 лет / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	61	35	16	7	8	7	17	20	55	8	19	5
Нижегородская область	Частные; Заочная	    28 лет / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	17	54	27	19	11	6	10	14	25	66	4	17	5
Нижегородская область	Частные; Заочная	    29 лет / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	71	32	24	14	4	13	22	18	63	10	17	11
Нижегородская область	Частные; Заочная	    30-34 лет / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	60	218	114	59	33	22	32	123	127	368	68	196	74
Нижегородская область	Частные; Заочная	    35-39 лет / 21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	53	218	88	53	27	26	28	108	94	311	50	118	67
Нижегородская область	Частные; Заочная	    40 лет и старше / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	41	173	82	47	24	33	18	108	65	192	23	79	53
Нижегородская область	Частные; Заочная	"    в том числе в возрасте (число полных лет
    на 1 января): в возрасте моложе 13 лет / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Частные; Заочная	Всего / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	822	2756	1603	870	550	190	491	543	640	1844	318	840	293
Нижегородская область	Частные; Очная	    13 лет / 3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Частные; Очная	    14 лет / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Нижегородская область	Частные; Очная	    15 лет / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	35	24	30	20	0	21	0	0	0	0	0	0
Нижегородская область	Частные; Очная	    16 лет / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	441	465	241	322	152	2	208	0	0	0	0	0	0
Нижегородская область	Частные; Очная	    17 лет / 7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	112	497	245	214	102	19	55	0	9	18	5	6	0
Нижегородская область	Частные; Очная	    18 лет / 8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	26	401	173	127	68	33	11	1	73	60	34	28	0
Нижегородская область	Частные; Очная	    19 лет / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	7	227	74	52	22	155	2	22	18	71	7	32	10
Нижегородская область	Частные; Очная	    20 лет / 10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	4	70	15	13	4	56	2	48	6	35	1	4	30
Нижегородская область	Частные; Очная	    21 лет / 11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	17	3	2	1	11	1	20	5	4	1	2	7
Нижегородская область	Частные; Очная	    22 лет / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	3	2	0	0	4	1	6	0	6	0	1	0
Нижегородская область	Частные; Очная	    23 лет / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	0	2	0	7	0	0	0	0	3
Нижегородская область	Частные; Очная	    24 лет / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	1	0	0	0	3	1	1	0	0	0
