region	tags	indicator	"В том числе (из гр. 4)
по уровням подготовки  > базовый > 6.0"	"В том числе (из гр. 4)
по уровням подготовки  > углубленный > 7.0"	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > всего > 9.0	Выпуск ожидаемый с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 10.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > всего > 4.0	Выпуск фактический с 01.10. прошлого года по 30.09. текущего года > из них лица с ОВЗ, инвалиды, дети-инвалиды > 5.0	Из общего выпуска (из гр. 4) -женщины > 8.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сетевое и системное администрирование / 1.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сетевое и системное администрирование / 2.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технологии индустрии красоты / 1.0 / 43.02.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технологии индустрии красоты / 2.0 / 43.02.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология деревообработки / 1.0 / 35.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология деревообработки / 2.0 / 35.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология парикмахерского искусства / 1.0 / 43.02.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология парикмахерского искусства / 2.0 / 43.02.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология эстетических услуг / 1.0 / 43.02.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология эстетических услуг / 2.0 / 43.02.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электроснабжение (по отраслям) / 1.0 / 13.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электроснабжение (по отраслям) / 2.0 / 13.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Конструирование, моделирование и технология изготовления изделий легкой промышленности (по видам) / 1.0 / 29.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Конструирование, моделирование и технология изготовления изделий легкой промышленности (по видам) / 2.0 / 29.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Защита в чрезвычайных ситуациях / 1.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Пожарная безопасность / 1.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Пожарная безопасность / 2.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Правоохранительная деятельность / 1.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Правоохранительная деятельность / 2.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология швейных изделий / 1.0 / 29.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Техническое обслуживание и ремонт автомобильного транспорта / 2.0 / 23.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт автомобильного транспорта / 1.0 / 23.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт автомобильного транспорта / 2.0 / 23.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология производства и переработки сельскохозяйственной продукции / 1.0 / 35.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Технология производства и переработки сельскохозяйственной продукции / 2.0 / 35.02.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электрификация и автоматизация сельского хозяйства / 1.0 / 35.02.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электрификация и автоматизация сельского хозяйства / 2.0 / 35.02.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Банковское дело / 1.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Банковское дело / 2.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Земельно-имущественные отношения / 1.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Земельно-имущественные отношения / 2.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Землеустройство / 1.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Землеустройство / 2.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Операционная деятельность в логистике / 2.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Правоохранительная деятельность / 1.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Правоохранительная деятельность / 2.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Прикладная информатика (по отраслям) / 1.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Прикладная информатика (по отраслям) / 2.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Специальное дошкольное образование / 1.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Специальное дошкольное образование / 2.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Туризм / 1.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Туризм / 2.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Туризм и гостеприимство / 1.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Туризм и гостеприимство / 2.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Заочная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Банковское дело / 1.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Банковское дело / 2.0 / 38.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Земельно-имущественные отношения / 1.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Земельно-имущественные отношения / 2.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Землеустройство / 1.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Землеустройство / 2.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Операционная деятельность в логистике / 2.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Правоохранительная деятельность / 1.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Правоохранительная деятельность / 2.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Прикладная информатика (по отраслям) / 1.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Прикладная информатика (по отраслям) / 2.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Специальное дошкольное образование / 1.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Специальное дошкольное образование / 2.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Туризм / 1.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Туризм / 2.0 / 43.02.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Туризм и гостеприимство / 1.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Туризм и гостеприимство / 2.0 / 43.02.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Северная Осетия - Алания	Частные; Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Акушерское дело / 1.0 / 31.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Землеустройство / 1.0 / 21.02.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лечебное дело / 2.0 / 31.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Медицинский массаж (для обучения лиц с ограниченными возможностями здоровья по зрению) / 2.0 / 34.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прикладная информатика (по отраслям) / 1.0 / 09.02.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Специальное дошкольное образование / 1.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт автомобильного транспорта / 1.0 / 23.02.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническое обслуживание и ремонт двигателей, систем и агрегатов автомобилей / 1.0 / 23.02.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Фармация / 1.0 / 33.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 1.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Физическая культура / 2.0 / 49.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 1.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Экономика и бухгалтерский учет (по отраслям) / 2.0 / 38.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Сестринское дело / 2.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Частные; Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Частные; Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Татарстан	Частные; Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Тыва	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы на базе среднего общего образования - всего / 2.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма строк 01, 02) / 3.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Металлургия цветных металлов / 1.0 / 22.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Хакасия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы на базе основного общего образования - всего / 1.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
