region	tags	indicator	Всего (сумма граф 4-9) > 3.0	Из гр. 3 имеют педагогический стаж работы, всего (сумма гр.11-16) > 10.0	Не имеют педагоги-ческого стажа работы > 17.0	из гр. 10 – имеют педагогический стаж работы, лет > 20 и более > 16.0	из гр. 10 – имеют педагогический стаж работы, лет > до 3 > 11.0	из гр. 10 – имеют педагогический стаж работы, лет > от 10 до 15 > 14.0	из гр. 10 – имеют педагогический стаж работы, лет > от 15 до 20 > 15.0	из гр. 10 – имеют педагогический стаж работы, лет > от 3 до 5 > 12.0	из гр. 10 – имеют педагогический стаж работы, лет > от 5 до 10 > 13.0	из гр. 3 – имеют общий стаж работы, лет > 20 и более > 9.0	из гр. 3 – имеют общий стаж работы, лет > до 3 > 4.0	из гр. 3 – имеют общий стаж работы, лет > от 10 до 15 > 7.0	из гр. 3 – имеют общий стаж работы, лет > от 15 до 20 > 8.0	из гр. 3 – имеют общий стаж работы, лет > от 3 до 5 > 5.0	из гр. 3 – имеют общий стаж работы, лет > от 5 до 10 > 6.0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	38	37	1	12	12	2	5	4	2	15	9	4	3	4	3
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	3	1	2	0	0	0	0	0	1	1	1	0	1	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	36	36	0	12	11	2	5	4	2	15	8	3	3	4	3
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Республика Мордовия	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	41	38	3	12	12	2	5	4	3	16	10	4	4	4	3
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных дисциплин / 8.0"	251	250	1	89	17	50	34	22	38	107	14	46	38	19	27
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	92	91	1	32	9	14	13	6	17	36	8	15	13	4	16
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	178	177	1	58	10	34	23	19	33	66	9	30	28	12	33
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	778	774	4	264	86	112	108	68	136	380	57	101	95	39	106
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	1299	1292	7	443	122	210	178	115	224	589	88	192	174	74	182
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	137	107	30	42	8	15	19	11	12	82	0	19	24	1	11
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	43	35	8	14	3	5	5	2	6	36	0	5	2	0	0
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	235	222	13	25	57	28	19	46	47	70	29	33	32	28	43
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	114	105	9	25	14	16	15	14	21	41	9	21	19	11	13
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	41	36	5	3	9	7	3	8	6	12	6	11	3	4	5
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	50	49	1	11	7	3	5	11	12	18	5	7	3	4	13
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	12	10	2	1	2	3	2	0	2	4	1	2	3	1	1
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	236	191	45	61	18	24	31	20	37	98	12	39	30	22	35
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	34	33	1	10	6	2	6	5	4	13	2	3	7	5	4
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	10	7	3	4	1	0	1	1	0	8	0	2	0	0	0
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	49	46	3	9	8	11	5	6	7	22	4	7	6	2	8
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	40	35	5	5	11	6	0	8	5	8	9	11	3	4	5
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	2110	2019	91	593	254	310	264	233	365	875	165	326	280	155	309
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	254	196	58	74	13	25	44	18	22	150	0	34	50	2	18
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1326	96	1230	16	21	5	6	21	27	641	82	178	177	86	162
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	418	115	303	28	29	13	9	18	18	143	51	56	52	37	79
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	208	207	1	61	25	33	23	27	38	77	15	29	38	19	30
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	858	852	6	259	88	144	124	73	164	383	64	138	105	41	127
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	138	136	2	15	40	12	11	27	31	36	20	16	22	16	28
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	60	55	5	6	13	7	6	13	10	17	7	10	8	8	10
Республика Саха (Якутия)	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	4108	2426	1682	711	317	353	323	290	432	1809	298	594	559	280	568
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных дисциплин / 8.0"	17	17	0	4	2	3	3	1	4	8	3	3	0	0	3
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	4	4	0	0	0	3	0	1	0	0	0	2	0	1	1
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	6	6	0	2	1	2	1	0	0	2	0	2	0	0	2
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	21	21	0	5	4	1	1	4	6	8	1	3	5	1	3
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	48	48	0	11	7	9	5	6	10	18	4	10	5	2	9
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	10	6	4	2	1	2	1	0	0	6	0	2	1	0	1
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	4	4	0	1	1	1	1	0	0	0	1	1	1	0	1
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	54	54	0	12	8	10	7	6	11	18	5	11	7	2	11
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	13	9	4	4	1	2	2	0	0	8	0	2	2	0	1
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	14	0	14	0	0	0	0	0	0	4	2	3	1	0	4
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	8	3	5	0	0	1	0	1	1	2	2	2	0	0	2
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	40	40	0	9	6	6	3	6	10	18	3	8	3	2	6
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	89	66	23	16	9	13	9	7	12	32	9	18	10	2	18
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных дисциплин / 8.0"	278	273	5	126	38	31	24	11	43	153	28	25	25	8	39
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	56	56	0	30	7	9	5	2	3	33	5	9	4	2	3
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	84	82	2	20	10	16	18	5	13	26	10	11	18	6	13
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	444	443	1	177	58	65	40	35	68	209	31	86	47	29	42
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	862	854	8	353	113	121	87	53	127	421	74	131	94	45	97
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	78	63	15	27	6	14	9	3	4	52	1	9	7	4	5
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	22	21	1	14	1	2	1	0	3	17	0	0	2	0	3
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	191	187	4	81	25	28	19	13	21	116	18	21	11	6	19
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	32	29	3	7	2	4	9	2	5	12	4	3	8	1	4
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	6	6	0	5	0	0	0	0	1	5	0	0	0	0	1
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	22	21	1	4	4	3	0	5	5	4	4	3	1	5	5
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	14	14	0	5	0	5	2	1	1	9	0	3	1	0	1
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	69	52	17	20	3	16	6	1	6	29	0	13	9	12	6
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	15	15	0	5	1	4	1	2	2	6	0	3	2	2	2
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	15	14	1	5	0	4	2	0	3	7	0	3	2	1	2
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	3	3	0	3	0	0	0	0	0	3	0	0	0	0	0
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	1229	1195	34	488	148	185	126	77	171	612	100	180	128	72	137
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	149	119	30	53	10	32	10	6	8	92	1	26	12	6	12
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	564	36	528	1	28	4	0	2	1	191	34	117	104	47	71
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	270	74	196	12	15	16	7	12	12	117	25	33	41	25	29
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	153	153	0	75	17	22	13	3	23	79	12	24	14	3	21
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	589	582	7	216	86	85	67	46	82	264	51	102	71	39	62
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	99	98	1	49	11	12	9	8	9	65	8	8	6	3	9
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	18	16	2	3	8	1	0	2	2	12	5	0	1	0	0
Республика Северная Осетия - Алания	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	2212	1424	788	554	201	237	143	97	192	1012	160	356	285	150	249
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных дисциплин / 8.0"	4	4	0	2	0	0	0	2	0	4	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего естественнонаучного
          учебного цикла / 10.0"	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-
          экономического учебного цикла / 9.0"	2	2	0	1	0	0	0	1	0	1	0	0	1	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	3	3	0	0	0	1	0	1	1	1	0	2	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	10	10	0	3	1	1	0	4	1	6	0	2	1	1	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	9	9	0	6	0	1	1	1	0	7	0	1	1	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	4	3	1	3	0	0	0	0	0	4	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 16.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего 
    (сумма строк 07,12-20) / 6.0"	11	11	0	3	1	2	0	4	1	7	0	2	1	1	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	13	12	1	9	0	1	1	1	0	11	0	1	1	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	35	1	34	0	1	0	0	0	0	18	3	2	9	0	3
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	17	4	13	2	0	0	1	1	0	9	3	1	1	2	1
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	10	10	0	3	1	1	0	4	1	6	0	2	1	1	0
Республика Северная Осетия - Алания	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
