region	tags	indicator	 численность работников в пересчете на полную занятость, единиц > 15.0	Всего, человек > 3.0	Из гр.3 женщины > 14.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > доцента > 10.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > профессора > 9.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > PhD > 8.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > доктора наук > 6.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > кандидата наук > 7.0	Из них (из гр.3) имеют образование > высшее > 4.0	"Из них (из гр.3) имеют образование > из них (гр. 11) педаго-гическое
 > 12.0"	Из них (из гр.3) имеют образование > из них (из гр.4) педаго- гическое > 5.0	"Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки квалифици-
рованных рабочих (служащих) > 13.0"	Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки специалистов среднего звена > 11.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 15.0	0.0	24.0	13.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	1.0	0.0	10.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 14.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 24.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 27.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ: 
   подготовки квалифицированных рабочих, служащих / 30.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации образовательных программ:
   подготовки квалифицированных рабочих, служащих / 21.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 22.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 25.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности мастеров производственного обучения (из строки 05 графы 3) - работники предприятий и организаций - всего / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности преподавателей (из строки 04 графы 3) - работники предприятий и организаций - всего / 20.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки  20 - работники предприятий и организаций реального сектора экономики - всего / 23.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки  26 - работники предприятий и организаций реального сектора экономики - всего / 29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 16.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 17.0	122.8	68.0	51.0	2.0	0.0	0.0	0.0	9.0	61.0	2.0	14.0	0.0	7.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 18.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Справка 10.     из них реализующие образовательные программы:
                       подготовки квалифицированных рабочих, служащих / 33.0"		1.0											
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 10.     подготовки специалистов среднего звена / 34.0		70.0											
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 10. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 32.0		71.0											
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 03, 14, 15) / 1.0	0.0	130.0	88.0	3.0	0.0	0.0	0.0	12.0	105.0	2.0	23.0	1.0	23.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели / 4.0"	41.0	45.0	35.0	0.0	0.0	0.0	0.0	1.0	44.0	0.0	8.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 8.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 9.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего (сумма строк 04-13) / 3.0"	44.0	48.0	37.0	0.0	0.0	0.0	0.0	1.0	46.0	0.0	10.0	1.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 15.0	0.0	10.0	7.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 14.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 24.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 27.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ: 
   подготовки квалифицированных рабочих, служащих / 30.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   из них осуществляющие образовательную деятельность по реализации образовательных программ:
   подготовки квалифицированных рабочих, служащих / 21.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   подготовки специалистов среднего звена / 31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности мастеров производственного обучения (из строки 05 графы 3) - работники предприятий и организаций - всего / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из общей численности преподавателей (из строки 04 графы 3) - работники предприятий и организаций - всего / 20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки  20 - работники предприятий и организаций реального сектора экономики - всего / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки  26 - работники предприятий и организаций реального сектора экономики - всего / 29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 17.0	40.0	44.0	34.0	0.0	0.0	0.0	0.0	1.0	43.0	0.0	7.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 18.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Справка 10.     из них реализующие образовательные программы:
                       подготовки квалифицированных рабочих, служащих / 33.0"		0.0											
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 10.     подготовки специалистов среднего звена / 34.0		1.0											
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 10. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 32.0		1.0											
Республика Алтай	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 03, 14, 15) / 1.0	0.0	59.0	45.0	0.0	0.0	0.0	0.0	1.0	51.0	0.0	10.0	1.0	2.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели / 4.0"	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 9.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    педагогические работники - всего (сумма строк 04-13) / 3.0"	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 14.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 24.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ:
   подготовки квалифицированных рабочих, служащих / 27.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"   из них осуществляющие образовательную деятельность по реализации
   образовательных программ: 
   подготовки квалифицированных рабочих, служащих / 30.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"   из них осуществляющие образовательную деятельность по реализации образовательных программ:
   подготовки квалифицированных рабочих, служащих / 21.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	   подготовки специалистов среднего звена / 22.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	   подготовки специалистов среднего звена / 25.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	   подготовки специалистов среднего звена / 28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	   подготовки специалистов среднего звена / 31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из общей численности мастеров производственного обучения (из строки 05 графы 3) - работники предприятий и организаций - всего / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из общей численности преподавателей (из строки 04 графы 3) - работники предприятий и организаций - всего / 20.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки  20 - работники предприятий и организаций реального сектора экономики - всего / 23.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки  26 - работники предприятий и организаций реального сектора экономики - всего / 29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 04 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 17.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 08 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	"Справка 10.     из них реализующие образовательные программы:
                       подготовки квалифицированных рабочих, служащих / 33.0"		0.0											
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Справка 10.     подготовки специалистов среднего звена / 34.0		2.0											
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Справка 10. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 32.0		2.0											
Республика Алтай	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 03, 14, 15) / 1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели / 4.0"	475.4	679.0	412.0	11.0	13.0	0.0	3.0	22.0	634.0	15.0	361.0	1.0	41.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 5.0	10.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	8.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 11.0	2.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 7.0	0.5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности
       жизнедеятельности, допризывной подготовки) / 9.0"	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 13.0	45.5	64.0	35.0	0.0	0.0	0.0	0.0	1.0	51.0	5.0	46.0	0.0	11.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 6.0	1.5	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 12.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    педагогические работники - всего (сумма строк 04-13) / 3.0"	537.4000000000001	769.0	455.0	11.0	13.0	0.0	3.0	24.0	701.0	21.0	413.0	1.0	62.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Республика Башкортостан	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 15.0	0.0	81.0	32.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	10.0	9.0	10.0
