region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 15.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 16.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 14.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 17.0	Программы подготовки квалифицированных рабочих, служащих на базе основного общего образования > Всего (сумма гр. 14–17) > 13.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 20.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 21.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 19.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 22.0	Программы подготовки квалифицированных рабочих, служащих на базе среднего общего образования > Всего (сумма гр. 19–22) > 18.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 5.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 6.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 4.0	Программы подготовки специалистов среднего звена на базе основного общего образования > В том числе обучаются > по договорам об оказании платных образова-тельных услуг > 7.0	Программы подготовки специалистов среднего звена на базе основного общего образования > Всего (сумма гр. 4–7) > 3.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 10.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > местного бюджета > 11.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > за счет бюджетных ассигнований > федерального бюджета > 9.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > В том числе обучаются > по договорам об оказании платных образовате-льных услуг > 12.0	Программы подготовки специалистов среднего звена на базе среднего общего образования > Всего (сумма гр. 9–12) > 8.0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	1	5
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	2	3
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	3	0	6
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	4	0	0	8	12	17	0	5	9	31
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	11	0	11	16	38
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	23	32	0	20	26	78
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	6	0	0	9	15
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	49	0	0	71	120	477	0	104	169	750
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	2	0	0	4	6	0	0	0	0	0	4	0	5	7	16	0	0	0	1	1
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	3	0	3	5	11	1	0	0	1	2
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	5	0	0	0	5	0	0	0	0	0	15	0	6	10	31	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	60	0	0	1	61	0	0	0	0	0	82	0	37	11	130	1	0	0	0	1
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	137	0	0	0	137	0	0	0	0	0	250	29	116	88	483	21	0	0	14	35
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	19	0	0	0	19	0	0	0	0	0	55	0	18	23	96	5	0	0	2	7
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	9	0	0	0	9	0	0	0	0	0	91	0	31	29	151	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	13	0	0	0	13	0	0	0	0	0	72	0	23	26	121	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	33	0	0	0	33	0	0	0	0	0	35	0	39	44	118	0	0	0	0	0
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	228	0	0	5	233	0	0	0	0	0	489	29	207	171	896	27	0	0	17	44
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	51	0	0	0	51	0	0	0	0	0	125	0	71	85	281	1	0	0	1	2
Орловская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	2253	73	0	133	2459	34	21	0	0	55	6657	312	3023	2628	12620	284	56	1	191	532
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	10	10
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	0	11	11
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
Орловская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	82	82	23	0	0	137	160
Орловская область	Частные; Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Орловская область	Частные; Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	16	16
Орловская область	Частные; Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	1
Орловская область	Частные; Очная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
Орловская область	Частные; Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Орловская область	Частные; Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	17	17
Орловская область	Частные; Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1
Орловская область	Частные; Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	24	0	0	0	27	27
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	9	9
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	4
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	16	0	0	12	28
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	0	0	5	11
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	8	20
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	19	0	0	4	23	44	0	0	45	89
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	37	0	0	30	67
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	3	5
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    прибыло по другим причинам / 5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	0	0	0	0	0	0	0	0	0	0	22	0	0	14	36	97	0	0	107	204
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	24	0	0	20	44
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	0	0	0	0	0	0	0	0	0	0	66	0	0	49	115	984	0	205	201	1390
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	            из стр. 11 - не прошли итоговую аттестацию / 12.0	9	0	0	0	9	0	0	0	0	0	15	0	2	0	17	7	0	0	0	7
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	10	6	0	0	0	6
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	0	0	17	17
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	32	0	12	12	56	1	0	0	2	3
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	5	0	0	0	5	0	0	0	0	0	34	0	4	7	45	0	0	2	5	7
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    восстановлены из числа ранее отчисленных / 4.0	16	0	0	0	16	0	0	0	0	0	55	0	7	57	119	7	0	0	4	11
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    выбыло по другим причинам / 16.0	34	0	0	0	34	0	0	0	7	7	89	0	10	40	139	6	0	1	17	24
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	206	0	0	4	210	0	0	0	10	10	336	0	131	198	665	61	0	2	85	148
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    отчислено:
         по неуспеваемости / 11.0"	129	0	0	0	129	0	0	0	0	0	114	0	12	43	169	10	0	0	10	20
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено в другие образовательные организации
    на программы того же уровня / 8.0"	31	0	0	3	34	0	0	0	0	0	178	0	17	114	309	6	0	0	3	9
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    переведено из других образовательных организаций 
    с программ того же уровня / 3.0"	36	0	0	0	36	0	0	0	0	0	86	0	22	33	141	1	0	0	3	4
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по болезни / 9.0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	10	3	0	0	0	3
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    прибыло по другим причинам / 5.0	19	0	0	8	27	0	0	0	0	0	10	0	8	31	49	22	0	0	10	32
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Выбыло студентов - всего (сумма стр. 07-11, 13-15) / 6.0	400	0	0	7	407	0	0	0	17	17	764	0	185	432	1381	93	0	3	134	230
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Прибыло студентов - всего (сумма стр. 02-05) / 1.0	76	0	0	8	84	0	0	0	0	0	185	0	41	128	354	30	0	2	22	54
Пензенская область	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Численность студентов на начало прошлого учебного года
(на 1 октября) / 17.0"	5198	0	0	129	5327	50	0	0	30	80	12664	0	3510	4171	20345	950	0	141	857	1948
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	            из стр. 11 - не прошли итоговую аттестацию / 12.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из стр. 11 – лица с ограниченными возможностями здоровья,
            инвалиды, дети-инвалиды / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено в виде меры дисциплинарного взыскания / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	         отчислено из-за просрочки оплаты обучения / 15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено на другие формы обучения данной
    организации на программы того же уровня / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе:
    переведено с других форм обучения данной
    образовательной организации с программ того же уровня / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    восстановлены из числа ранее отчисленных / 4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    выбыло по другим причинам / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    добровольно прекратили образовательные отношения
    (бросили учебу) / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Пензенская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    отчислено:
         по неуспеваемости / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
