region	tags	indicator	В том числе на уровне подготовки: > базовом > 6.0	В том числе на уровне подготовки: > углубленном > 7.0	Из общего приема (из гр. 4) – женщины > 8.0	Принято  > Всего > 4.0	Принято  > из них лица с ОВЗ, инвалиды, дети-инвалиды > 5.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего по программам подготовки специалистов среднего звена (сумма стр. 01, 02) / 3.0 / 0.0	41.0	8.0	20.0	49.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гидрогеология и инженерная геология / 1.0 / 21.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гидроэлектроэнергетические установки / 1.0 / 13.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гидроэлектроэнергетические установки / 2.0 / 13.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гостиничное дело / 1.0 / 43.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Гостиничное дело / 2.0 / 43.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Декоративно-прикладное искусство и народные промыслы (по видам) / 1.0 / 54.02.02	0.0	1.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Декоративно-прикладное искусство и народные промыслы (по видам) / 2.0 / 54.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дизайн (по отраслям) / 1.0 / 54.02.01	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дизайн (по отраслям) / 2.0 / 54.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Документационное обеспечение управления и архивоведение / 1.0 / 46.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Документационное обеспечение управления и архивоведение / 2.0 / 46.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 1.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дошкольное образование / 2.0 / 44.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Живопись с присвоением квалификаций художник-живописец, преподаватель / 1.0 / 54.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Защита в чрезвычайных ситуациях / 1.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Защита в чрезвычайных ситуациях / 2.0 / 20.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Земельно-имущественные отношения / 1.0 / 21.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Землеустройство / 1.0 / 21.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Землеустройство / 1.0 / 21.02.19	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Землеустройство / 2.0 / 21.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Землеустройство / 2.0 / 21.02.19	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Зоотехния / 1.0 / 36.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Зоотехния / 2.0 / 36.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Изобразительное искусство и черчение / 1.0 / 54.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инструментальное исполнительство (по видам инструментов) / 1.0 / 53.02.03	0.0	1.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инструментальное исполнительство (по видам инструментов) / 2.0 / 53.02.03	0.0	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Инфокоммуникационные сети и системы связи / 1.0 / 11.02.15	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 1.0 / 09.02.07	5.0	0.0	1.0	5.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Информационные системы и программирование / 2.0 / 09.02.07	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Искусство балета / 1.0 / 52.02.01	0.0	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Искусство танца (по видам) / 1.0 / 52.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Искусство эстрады / 1.0 / 52.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Искусство эстрады / 2.0 / 52.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Ихтиология и рыбоводство / 1.0 / 35.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Картография / 1.0 / 05.02.01	1.0	0.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Картография / 2.0 / 05.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кинология / 1.0 / 35.02.15	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коммерция (по отраслям) / 1.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коммерция (по отраслям) / 2.0 / 38.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Компьютерные системы и комплексы / 1.0 / 09.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Компьютерные системы и комплексы / 2.0 / 09.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология изготовления изделий легкой промышленности (по видам) / 1.0 / 29.02.10	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология изготовления изделий легкой промышленности (по видам) / 2.0 / 29.02.10	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Конструирование, моделирование и технология швейных изделий / 1.0 / 29.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коррекционная педагогика в начальном образовании / 1.0 / 44.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Коррекционная педагогика в начальном образовании / 2.0 / 44.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лабораторная диагностика / 1.0 / 31.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лабораторная диагностика / 2.0 / 31.02.03	3.0	0.0	1.0	3.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лесное и лесопарковое хозяйство / 1.0 / 35.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лесное и лесопарковое хозяйство / 2.0 / 35.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Летная эксплуатация летательных аппаратов / 2.0 / 25.02.04	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лечебное дело / 1.0 / 31.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Лечебное дело / 2.0 / 31.02.01	1.0	0.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Медико-профилактическое дело / 1.0 / 32.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Медицинский массаж (для обучения лиц с ограниченными возможностями здоровья по зрению) / 2.0 / 34.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Мехатроника и робототехника (по отраслям) / 1.0 / 15.02.10	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация внутренних сантехнических устройств, кондиционирования воздуха и вентиляции / 1.0 / 08.02.13	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация линий электропередачи / 1.0 / 13.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация линий электропередачи / 2.0 / 13.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация оборудования и систем газоснабжения / 1.0 / 08.02.08	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж и эксплуатация оборудования и систем газоснабжения / 2.0 / 08.02.08	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, наладка и эксплуатация электрооборудования промышленных и гражданских зданий / 1.0 / 08.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническая эксплуатация и ремонт холодильно-компрессорных и теплонасосных машин и установок (по отраслям) / 1.0 / 15.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническая эксплуатация и ремонт холодильно-компрессорных и теплонасосных машин и установок (по отраслям) / 2.0 / 15.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническое обслуживание и ремонт промышленного оборудования (по отраслям) / 1.0 / 15.02.12	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническое обслуживание и ремонт промышленного оборудования (по отраслям) / 2.0 / 15.02.12	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтаж, техническое обслуживание и ремонт электронных приборов и устройств / 1.0 / 11.02.16	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Музыкальное звукооператорское мастерство / 1.0 / 53.02.08	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Музыкальное звукооператорское мастерство / 2.0 / 53.02.08	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Музыкальное искусство эстрады (по видам) / 1.0 / 53.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Музыкальное искусство эстрады (по видам) / 2.0 / 53.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Музыкальное образование / 1.0 / 53.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Народное художественное творчество (по видам) / 1.0 / 51.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Народное художественное творчество (по видам) / 2.0 / 51.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Обеспечение информационной безопасности автоматизированных систем / 1.0 / 10.02.05	1.0	0.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Обеспечение информационной безопасности телекоммуникационных систем / 1.0 / 10.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Обогащение полезных ископаемых / 1.0 / 21.02.18	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Обработка водных биоресурсов / 1.0 / 35.02.10	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Обработка металлов давлением / 1.0 / 22.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 1.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Операционная деятельность в логистике / 2.0 / 38.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация перевозок и управление на транспорте (по видам) / 1.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Организация перевозок и управление на транспорте (по видам) / 2.0 / 23.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оснащение средствами автоматизации технологических процессов и производств (по отраслям) / 1.0 / 15.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оснащение средствами автоматизации технологических процессов и производств (по отраслям) / 2.0 / 15.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Охотоведение и звероводство / 1.0 / 35.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Охотоведение и звероводство / 2.0 / 35.02.14	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Педагогика дополнительного образования / 1.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Педагогика дополнительного образования / 2.0 / 44.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Переработка нефти и газа / 2.0 / 18.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Поварское и кондитерское дело / 1.0 / 43.02.15	2.0	0.0	2.0	2.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Поварское и кондитерское дело / 2.0 / 43.02.15	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Подземная разработка месторождений полезных ископаемых / 1.0 / 21.02.17	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пожарная безопасность / 1.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пожарная безопасность / 2.0 / 20.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и организация социального обеспечения / 1.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и организация социального обеспечения / 2.0 / 40.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и судебное администрирование / 1.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Право и судебное администрирование / 2.0 / 40.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Правоохранительная деятельность / 1.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Правоохранительная деятельность / 2.0 / 40.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 1.0 / 44.02.02	0.0	1.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Преподавание в начальных классах / 2.0 / 44.02.02	0.0	1.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе основного общего образования - всего / 1.0 / 0.0	25.0	5.0	11.0	30.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы подготовки специалистов среднего звена: на базе среднего общего образования - всего / 2.0 / 0.0	16.0	3.0	9.0	19.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Производство и обслуживание авиационной техники / 1.0 / 25.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Разработка электронных устройств и систем / 1.0 / 11.02.17	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реклама / 1.0 / 42.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Релейная защита и автоматизация электроэнергетических систем / 1.0 / 13.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Релейная защита и автоматизация электроэнергетических систем / 2.0 / 13.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реставрация / 1.0 / 54.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Реставрация / 2.0 / 54.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Садово-парковое и ландшафтное строительство / 1.0 / 35.02.12	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Садово-парковое и ландшафтное строительство / 2.0 / 35.02.12	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварочное производство / 1.0 / 22.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварочное производство / 2.0 / 22.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сервис на транспорте (по видам транспорта) / 1.0 / 43.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 1.0 / 34.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сестринское дело / 2.0 / 34.02.01	7.0	0.0	4.0	7.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сетевое и системное администрирование / 1.0 / 09.02.06	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сетевое и системное администрирование / 2.0 / 09.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сольное и хоровое народное пение / 1.0 / 53.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сольное и хоровое народное пение / 2.0 / 53.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социальная работа / 1.0 / 39.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социальная работа / 2.0 / 39.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социально-культурная деятельность (по видам) / 1.0 / 51.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социально-культурная деятельность (по видам) / 2.0 / 51.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Специальное дошкольное образование / 1.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Специальное дошкольное образование / 2.0 / 44.02.04	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Спорт / 1.0 / 49.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Спорт / 2.0 / 49.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Стоматология ортопедическая / 2.0 / 31.02.05	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Стоматология профилактическая / 2.0 / 31.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Страховое дело (по отраслям) / 1.0 / 38.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Страховое дело (по отраслям) / 2.0 / 38.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство железных дорог, путь и путевое хозяйство / 1.0 / 08.02.10	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство железных дорог, путь и путевое хозяйство / 2.0 / 08.02.10	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация автомобильных дорог, аэродромов и городских путей сообщения / 1.0 / 08.02.12	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация городских путей сообщения / 1.0 / 08.02.06	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация зданий и сооружений / 1.0 / 08.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация зданий и сооружений / 2.0 / 08.02.01	1.0	0.0	1.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Строительство и эксплуатация инженерных сооружений / 1.0 / 08.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Судовождение / 1.0 / 26.02.03	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Театральная и аудиовизуальная техника (по видам) / 1.0 / 55.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Театрально-декорационное искусство (по видам) / 1.0 / 53.02.09	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Теория музыки / 1.0 / 53.02.07	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Теория музыки / 2.0 / 53.02.07	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тепловые электрические станции / 1.0 / 13.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тепловые электрические станции / 2.0 / 13.02.01	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Теплоснабжение и теплотехническое оборудование / 1.0 / 13.02.02	0.0	0.0	0.0	0.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техника и искусство фотографии / 1.0 / 54.02.08	1.0	0.0	0.0	1.0	0.0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Техническая эксплуатация и обслуживание роботизированного производства / 1.0 / 15.02.11	0.0	0.0	0.0	0.0	0.0
