region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 11.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение за счет бюджетных ассигнований > принято > 12.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 13.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 15.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение за счет бюджетных ассигнований > принято > 16.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 17.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 18.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение за счет бюджетных ассигнований > принято > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение за счет бюджетных ассигнований > подано заявлений > 7.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение за счет бюджетных ассигнований > принято > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > подано заявлений > 9.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > обучение по договорам об оказании платных образовательных услуг > принято > 10.0
Республика Дагестан	Частные; Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	662	569	0	0	220	215
Республика Дагестан	Частные; Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	662	569	0	0	220	215
Республика Дагестан	Частные; Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	853	753	0	0	260	245
Республика Дагестан	Частные; Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4
Республика Дагестан	Частные; Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	853	753	0	0	264	249
Республика Дагестан	Частные; Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	22	20	0	0	128	122	426	275	3891	3607	25	25	836	681
Республика Дагестан	Частные; Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	22	20	0	0	128	122	426	275	3891	3607	25	25	836	681
Республика Дагестан	Частные; Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Республика Дагестан	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	51	50	52	50	0	0	159	153	746	574	6030	5580	25	25	1410	1189
Республика Дагестан	Частные; Очная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
Республика Дагестан	Частные; Очная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	2	2	0	0	0	0	0	0	10	8
Республика Дагестан	Частные; Очная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	51	50	52	50	0	0	161	155	746	574	6030	5580	25	25	1423	1200
Республика Дагестан	Частные; Очно-заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
Республика Дагестан	Частные; Очно-заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	69	69	0	0	69	69
Республика Дагестан	Частные; Очно-заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	69	69	0	0	84	69
Республика Дагестан	Частные; Очно-заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	7	7	0	0	0	0	0	0	89	89	0	0	151	136
Республика Дагестан	Частные; Очно-заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
Республика Дагестан	Частные; Очно-заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Дагестан	Частные; Очно-заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Республика Дагестан	Частные; Очно-заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	7	7	0	0	0	0	0	0	89	89	0	0	166	136
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	148	133	112	112	47	41	25	25
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	148	133	112	112	47	41	25	25
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	163	140	112	112	136	129	25	25
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	10
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	163	140	112	112	138	129	35	35
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	393	341	0	0	166	140	0	0	2383	1319	640	393	526	378	73	52
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	393	341	0	0	166	140	0	0	2383	1319	640	393	526	378	76	52
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	428	363	0	0	212	170	17	10	2546	1416	669	403	573	394	96	49
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	428	363	0	0	212	170	17	10	2546	1416	669	403	573	394	96	49
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	18	18	0	0	4	4
Республика Ингушетия	Частные; Заочная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	88	70	0	0	14	11
Республика Ингушетия	Частные; Заочная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	88	70	0	0	14	11
Республика Ингушетия	Частные; Заочная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	0	0	0	0	88	80	0	0	23	20
Республика Ингушетия	Частные; Заочная	"    высшего, подтвержденного дипломом: 
       бакалавра / 12.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"    среднего профессионального по программам подготовки
    квалифицированных рабочих, служащих / 8.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Заочная	"    среднего профессионального по программам подготовки
    специалистов среднего звена / 10.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Республика Ингушетия	Частные; Заочная	Всего (сумма стр. 02, 08, 10, 12, 14, 16) / 1.0	0	0	0	0	0	0	0	0	0	0	88	80	0	0	24	21
Республика Ингушетия	Частные; Очная	"                из них отдельных общеобразовательных организаций,
                осуществляющих обучение по адаптированным 
                основным общеобразовательным программам / 5.0"	0	0	0	0	0	0	0	0	0	0	164	164	0	0	83	83
Республика Ингушетия	Частные; Очная	"            других организаций, осуществляющих образователь-
            ную деятельность по программам основного и (или)
            среднего общего образования / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"            из строки 03 - выпускники: 
            общеобразовательных организаций / 4.0"	0	0	0	0	0	0	0	0	0	0	714	701	0	0	216	213
Республика Ингушетия	Частные; Очная	"            специальных учебно-воспитательных учреждений для
            обучающихся с девиантным (общественно-опасным)
            поведением / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 13.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Республика Ингушетия	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 15.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"           из них полученного за период с 1 октября прошлого
           года по 30 сентября текущего года / 17.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"         из них полученного за период с 1 октября прошлого года
         по 30 сентября текущего года (сумма стр. 04, 06, 07) / 3.0"	0	0	0	0	0	0	0	0	0	0	714	701	0	0	216	213
Республика Ингушетия	Частные; Очная	        специалиста / 14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 11.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10
Республика Ингушетия	Частные; Очная	"       из них полученного за период с 1 октября прошлого года
       по 30 сентября текущего года / 9.0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	       магистра / 16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Ингушетия	Частные; Очная	"    в том числе поступали на базе образования: 
    основного общего (для граф 3-6, 11-14) или 
    среднего общего (для граф 7-10, 15-18) / 2.0"	0	0	0	0	0	0	100	100	0	0	1020	1014	0	0	225	222
