region	tags	indicator	Всего > 3.0	"Из граф 4-8 прошли в предыдущем учебном году: > в том числе 
(из гр.9) в профильных организациях и предприятиях
 > 16.0"	Из граф 4-8 прошли в предыдущем учебном году: > из них (из гр. 8) в организациях и предприятиях реального сектора экономики > 15.0	Из граф 4-8 прошли в предыдущем учебном году: > из них: > в форме стажировки (из гр. 7) > 14.0	"Из граф 4-8 прошли в предыдущем учебном году: > из них: > по вопросам получения среднего
профессионального образования инвалидами и лицами с ОВЗ > 11.0"	Из граф 4-8 прошли в предыдущем учебном году: > из них: > по использова-нию информа-ционных и коммуника-ционных технологий (из гр. 6) > 13.0	Из граф 4-8 прошли в предыдущем учебном году: > из них: > по профилю педагогиче- ской деятельнос-ти (из гр. 5) > 12.0	Из граф 4-8 прошли в предыдущем учебном году: > повышение квалифика- ции и (или) профессио-нальную перепод-готовку (из гр. 4) > 10.0	"Из графы 3 прошли за последние три года: > в том числе 
(из гр.8) в профильных организациях и предприятиях
 > 9.0"	Из графы 3 прошли за последние три года: > из них (из гр. 7) в организациях и предприятиях реального сектора экономики > 8.0	Из графы 3 прошли за последние три года: > из них: > в форме стажировки > 7.0	Из графы 3 прошли за последние три года: > из них: > по использова-нию информа-ционных и коммуника-ционных технологий > 6.0	Из графы 3 прошли за последние три года: > из них: > по профилю педагогиче-ской деятельнос-ти > 5.0	Из графы 3 прошли за последние три года: > повышение квалифика-ции и (или) профессио-нальную перепод-готовку > 4.0
Республика Калмыкия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Калмыкия	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
Республика Калмыкия	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
Республика Калмыкия	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	29.0	0.0	0.0	2.0	3.0	7.0	15.0	20.0	0.0	0.0	3.0	11.0	19.0	27.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	12.0	0.0	0.0	1.0	1.0	2.0	6.0	10.0	0.0	0.0	1.0	2.0	8.0	12.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	573.0	80.0	82.0	103.0	63.0	62.0	226.0	304.0	147.0	149.0	155.0	108.0	385.0	455.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	89.0	27.0	27.0	27.0	3.0	6.0	38.0	39.0	29.0	29.0	31.0	8.0	60.0	70.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	95.0	28.0	29.0	29.0	4.0	10.0	46.0	48.0	45.0	46.0	46.0	16.0	72.0	79.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	408.0	52.0	53.0	72.0	55.0	48.0	176.0	250.0	102.0	103.0	104.0	83.0	300.0	344.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	55.0	22.0	22.0	22.0	3.0	3.0	28.0	29.0	23.0	23.0	23.0	5.0	43.0	45.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	15.0	5.0	5.0	5.0	0.0	3.0	10.0	10.0	6.0	6.0	6.0	3.0	11.0	12.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	829.0	107.0	109.0	130.0	68.0	72.0	275.0	371.0	179.0	181.0	189.0	125.0	494.0	577.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	120.0	0.0	0.0	5.0	10.0	12.0	37.0	56.0	0.0	0.0	10.0	22.0	54.0	78.0
Республика Карелия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	80.0	0.0	0.0	0.0	2.0	3.0	9.0	16.0	0.0	0.0	0.0	5.0	14.0	21.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	46.0	1.0	1.0	1.0	1.0	5.0	23.0	25.0	5.0	5.0	5.0	7.0	32.0	34.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	46.0	1.0	1.0	1.0	1.0	5.0	23.0	25.0	5.0	5.0	5.0	7.0	32.0	34.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	51.0	1.0	1.0	1.0	2.0	7.0	26.0	29.0	5.0	5.0	5.0	9.0	35.0	38.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
Республика Карелия	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	61.0	0.0	0.0	1.0	18.0	1.0	21.0	39.0	0.0	0.0	1.0	12.0	35.0	50.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	16.0	0.0	0.0	1.0	7.0	0.0	4.0	12.0	0.0	0.0	2.0	2.0	8.0	15.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	906.0	94.0	95.0	102.0	122.0	58.0	296.0	505.0	133.0	142.0	148.0	175.0	656.0	829.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	99.0	9.0	12.0	12.0	3.0	0.0	36.0	54.0	28.0	31.0	31.0	10.0	53.0	81.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	10.0	0.0	0.0	0.0	3.0	1.0	3.0	6.0	0.0	0.0	0.0	2.0	5.0	10.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	243.0	38.0	39.0	42.0	40.0	14.0	102.0	168.0	39.0	42.0	49.0	19.0	156.0	208.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	656.0	56.0	56.0	60.0	82.0	44.0	193.0	329.0	85.0	91.0	99.0	155.0	492.0	613.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	90.0	7.0	9.0	9.0	3.0	0.0	36.0	50.0	26.0	28.0	28.0	10.0	50.0	75.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	9.0	2.0	3.0	3.0	0.0	0.0	0.0	4.0	2.0	3.0	3.0	0.0	3.0	6.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	1262.0	105.0	109.0	117.0	146.0	59.0	359.0	607.0	163.0	175.0	182.0	190.0	788.0	1052.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	192.0	0.0	0.0	3.0	40.0	2.0	34.0	84.0	0.0	0.0	4.0	18.0	65.0	139.0
Республика Коми	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	208.0	0.0	0.0	0.0	4.0	18.0	12.0	62.0	0.0	0.0	0.0	28.0	16.0	77.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	7.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	29.0	0.0	0.0	0.0	1.0	1.0	5.0	7.0	0.0	0.0	0.0	1.0	10.0	12.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	29.0	0.0	0.0	0.0	1.0	1.0	5.0	7.0	0.0	0.0	0.0	1.0	10.0	12.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	31.0	0.0	0.0	0.0	1.0	1.0	5.0	7.0	0.0	0.0	0.0	1.0	10.0	12.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	13.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	3.0	5.0
Республика Коми	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	117.0	0.0	0.0	1.0	6.0	9.0	36.0	60.0	0.0	0.0	5.0	22.0	63.0	94.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	36.0	0.0	0.0	0.0	3.0	7.0	12.0	22.0	0.0	0.0	0.0	10.0	16.0	32.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	1611.0	35.0	35.0	67.0	146.0	164.0	685.0	853.0	98.0	116.0	161.0	388.0	1259.0	1391.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	267.0	20.0	20.0	20.0	6.0	10.0	85.0	113.0	53.0	53.0	64.0	46.0	197.0	228.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	11.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0	3.0	7.0	10.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	371.0	9.0	9.0	12.0	8.0	19.0	176.0	194.0	27.0	30.0	39.0	63.0	286.0	294.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	1011.0	26.0	26.0	55.0	126.0	110.0	452.0	569.0	69.0	86.0	119.0	252.0	801.0	899.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	182.0	15.0	15.0	15.0	2.0	4.0	67.0	80.0	43.0	43.0	49.0	33.0	147.0	158.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	47.0	5.0	5.0	5.0	0.0	2.0	12.0	18.0	10.0	10.0	12.0	4.0	34.0	42.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	2202.0	55.0	55.0	87.0	158.0	179.0	825.0	1025.0	153.0	171.0	228.0	452.0	1587.0	1769.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	312.0	0.0	0.0	3.0	14.0	21.0	71.0	128.0	0.0	0.0	11.0	51.0	118.0	195.0
Республика Крым	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	372.0	1.0	1.0	1.0	4.0	1.0	17.0	56.0	1.0	1.0	1.0	15.0	36.0	94.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	3.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	127.0	0.0	0.0	0.0	1.0	0.0	19.0	20.0	0.0	0.0	0.0	3.0	74.0	77.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	119.0	0.0	0.0	0.0	1.0	0.0	19.0	20.0	0.0	0.0	0.0	0.0	74.0	74.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	135.0	0.0	0.0	0.0	1.0	0.0	19.0	20.0	0.0	0.0	0.0	3.0	79.0	82.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	6.0
Республика Крым	Частные; Сведения об организации, реализуемых программах и персонале	Учебно-вспомогательный персонал / 8.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      заместители директора
      (начальника) / 3.0"	78.0	0.0	0.0	3.0	4.0	0.0	25.0	40.0	0.0	0.0	7.0	12.0	51.0	65.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      директор (начальник) / 2.0"	27.0	0.0	0.0	0.0	1.0	0.0	6.0	10.0	0.0	0.0	1.0	1.0	16.0	22.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      из них: 
      преподаватели / 6.0"	619.0	15.0	15.0	26.0	10.0	64.0	199.0	330.0	36.0	36.0	96.0	166.0	449.0	555.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"      мастера производственного
      обучения / 7.0"	120.0	9.0	11.0	15.0	8.0	4.0	27.0	54.0	14.0	18.0	32.0	10.0	68.0	98.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      руководитель филиала / 4.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	65.0	3.0	3.0	3.0	1.0	5.0	29.0	36.0	4.0	4.0	5.0	9.0	47.0	55.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	417.0	10.0	10.0	21.0	9.0	36.0	143.0	251.0	30.0	30.0	86.0	94.0	304.0	387.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	64.0	6.0	7.0	8.0	7.0	3.0	15.0	31.0	10.0	11.0	16.0	6.0	38.0	54.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	38.0	3.0	4.0	7.0	1.0	1.0	10.0	22.0	4.0	7.0	16.0	4.0	22.0	34.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Педагогические работники - всего / 5.0	908.0	24.0	26.0	41.0	18.0	72.0	234.0	401.0	53.0	57.0	132.0	192.0	564.0	741.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Руководящие работники - всего / 1.0	149.0	0.0	0.0	3.0	7.0	0.0	44.0	71.0	0.0	0.0	11.0	23.0	89.0	119.0
Республика Марий Эл	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Учебно-вспомогательный персонал / 8.0	172.0	1.0	1.0	1.0	1.0	9.0	15.0	30.0	1.0	2.0	4.0	25.0	30.0	57.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	"      заместители директора
      (начальника) / 3.0"	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      директор (начальник) / 2.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	"      из них: 
      преподаватели / 6.0"	41.0	0.0	0.0	0.0	3.0	2.0	12.0	17.0	0.0	0.0	0.0	16.0	26.0	26.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	"      мастера производственного
      обучения / 7.0"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	      руководитель филиала / 4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 06 - преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 10.0	41.0	0.0	0.0	0.0	3.0	2.0	12.0	17.0	0.0	0.0	0.0	16.0	26.0	26.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 - мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Педагогические работники - всего / 5.0	45.0	0.0	0.0	0.0	3.0	2.0	14.0	19.0	0.0	0.0	0.0	18.0	30.0	30.0
Республика Марий Эл	Частные; Сведения об организации, реализуемых программах и персонале	Руководящие работники - всего / 1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
