region	tags	indicator	Всего (сумма гр.4, 6, 8, 10, 12, 14, 16, 18, 20, 22) > 3.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > всего > 6.0	Число полных лет по состоянию на 1 января следующего года > 25 – 29 > из них жен-щины > 7.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > всего > 8.0	Число полных лет по состоянию на 1 января следующего года > 30 – 34 > из них жен-щины > 9.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > всего > 10.0	Число полных лет по состоянию на 1 января следующего года > 35 – 39 > из них жен-щины > 11.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > всего > 12.0	Число полных лет по состоянию на 1 января следующего года > 40 – 44 > из них жен-щины > 13.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > всего > 14.0	Число полных лет по состоянию на 1 января следующего года > 45 – 49 > из них жен-щины > 15.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > всего > 16.0	Число полных лет по состоянию на 1 января следующего года > 50 – 54 > из них жен-щины > 17.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > всего > 18.0	Число полных лет по состоянию на 1 января следующего года > 55 – 59 > из них жен-щины > 19.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > всего > 20.0	Число полных лет по состоянию на 1 января следующего года > 60 – 64 > из них жен-щины > 21.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > всего > 22.0	Число полных лет по состоянию на 1 января следующего года > 65 и более > из них жен-щины > 23.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > всего > 4.0	Число полных лет по состоянию на 1 января следующего года > моложе 25 лет > из них жен-щины > 5.0	Число полных лет по состоянию на 1 января следующего года > средний возраст, лет > 24.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	645.0	33.0	25.0	62.0	45.0	74.0	55.0	80.0	63.0	81.0	69.0	75.0	66.0	76.0	59.0	74.0	59.0	61.0	46.0	29.0	20.0	46.2
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	228.0	29.0	19.0	20.0	16.0	23.0	16.0	29.0	25.0	25.0	21.0	22.0	17.0	23.0	21.0	17.0	12.0	18.0	11.0	22.0	19.0	42.3
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	324.0	28.0	24.0	24.0	20.0	39.0	29.0	39.0	34.0	46.0	39.0	32.0	32.0	29.0	20.0	39.0	30.0	27.0	23.0	21.0	14.0	44.9
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	1403.0	118.0	80.0	95.0	71.0	135.0	99.0	145.0	117.0	174.0	146.0	120.0	93.0	143.0	110.0	153.0	111.0	214.0	142.0	106.0	66.0	46.8
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	2600.0	208.0	148.0	201.0	152.0	271.0	199.0	293.0	239.0	326.0	275.0	249.0	208.0	271.0	210.0	283.0	212.0	320.0	222.0	178.0	119.0	46.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	194.0	1.0	0.0	6.0	6.0	22.0	16.0	34.0	29.0	34.0	26.0	44.0	38.0	20.0	16.0	20.0	13.0	13.0	8.0	0.0	0.0	48.9
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	65.0	0.0	0.0	0.0	0.0	4.0	1.0	6.0	3.0	8.0	2.0	10.0	3.0	11.0	2.0	17.0	7.0	9.0	5.0	0.0	0.0	55.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	283.0	19.0	9.0	21.0	3.0	25.0	11.0	27.0	15.0	25.0	7.0	33.0	14.0	26.0	8.0	31.0	7.0	18.0	7.0	58.0	24.0	41.6
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	113.0	8.0	7.0	9.0	9.0	12.0	12.0	24.0	24.0	16.0	16.0	13.0	12.0	12.0	9.0	8.0	7.0	8.0	5.0	3.0	3.0	45.4
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	48.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	7.0	7.0	5.0	5.0	3.0	3.0	1.0	0.0	1.0	1.0	17.0	14.0	36.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	54.0	6.0	6.0	5.0	5.0	14.0	14.0	9.0	9.0	8.0	8.0	6.0	6.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	2.0	40.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	29.0	2.0	1.0	2.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	9.0	1.0	8.0	2.0	3.0	1.0	1.0	0.0	0.0	0.0	49.9
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	261.0	6.0	5.0	13.0	9.0	23.0	22.0	36.0	32.0	44.0	35.0	30.0	27.0	34.0	28.0	29.0	20.0	29.0	21.0	17.0	15.0	47.8
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	26.0	1.0	0.0	2.0	1.0	2.0	1.0	3.0	2.0	2.0	0.0	4.0	3.0	0.0	0.0	6.0	2.0	4.0	1.0	2.0	0.0	48.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	49.8
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	53.0	4.0	4.0	3.0	3.0	4.0	3.0	12.0	12.0	8.0	8.0	4.0	4.0	9.0	8.0	5.0	5.0	0.0	0.0	4.0	4.0	44.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	486.0	7.0	3.0	22.0	15.0	54.0	41.0	72.0	60.0	87.0	65.0	97.0	78.0	54.0	33.0	54.0	33.0	39.0	20.0	0.0	0.0	49.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1745.0	48.0	32.0	99.0	67.0	153.0	120.0	185.0	141.0	232.0	174.0	220.0	151.0	256.0	171.0	264.0	166.0	228.0	141.0	60.0	33.0	50.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	3469.0	256.0	182.0	260.0	186.0	357.0	267.0	411.0	338.0	437.0	356.0	353.0	280.0	366.0	271.0	367.0	255.0	381.0	257.0	281.0	181.0	45.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	481.0	36.0	26.0	32.0	29.0	59.0	48.0	78.0	67.0	60.0	44.0	56.0	44.0	44.0	26.0	44.0	33.0	28.0	25.0	44.0	30.0	43.7
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	333.0	29.0	19.0	21.0	14.0	41.0	31.0	50.0	38.0	43.0	37.0	35.0	24.0	33.0	23.0	47.0	32.0	23.0	17.0	11.0	8.0	46.2
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1996.0	160.0	114.0	159.0	124.0	199.0	147.0	213.0	181.0	245.0	207.0	188.0	161.0	207.0	163.0	203.0	157.0	273.0	190.0	149.0	102.0	46.2
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	150.0	11.0	4.0	13.0	2.0	13.0	5.0	19.0	10.0	14.0	5.0	17.0	5.0	16.0	6.0	17.0	6.0	10.0	3.0	20.0	12.0	43.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	91.0	6.0	4.0	7.0	1.0	7.0	2.0	4.0	1.0	6.0	1.0	10.0	6.0	6.0	1.0	10.0	0.0	5.0	3.0	30.0	7.0	37.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	6181.0	347.0	243.0	413.0	297.0	623.0	476.0	746.0	606.0	816.0	639.0	726.0	553.0	720.0	501.0	729.0	487.0	676.0	443.0	385.0	244.0	47.2
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	75.0	3.0	2.0	7.0	5.0	4.0	3.0	7.0	5.0	9.0	7.0	17.0	14.0	12.0	9.0	3.0	3.0	10.0	7.0	3.0	2.0	47.7
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	25.0	3.0	2.0	3.0	2.0	12.0	7.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	39.1
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	44.0	1.0	1.0	5.0	2.0	2.0	2.0	9.0	6.0	12.0	10.0	1.0	1.0	2.0	2.0	9.0	6.0	3.0	2.0	0.0	0.0	48.4
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	136.0	4.0	3.0	2.0	2.0	4.0	4.0	16.0	13.0	20.0	14.0	19.0	14.0	11.0	5.0	19.0	16.0	37.0	17.0	4.0	3.0	52.9
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	280.0	11.0	8.0	17.0	11.0	22.0	16.0	35.0	27.0	42.0	32.0	37.0	29.0	27.0	18.0	31.0	25.0	51.0	27.0	7.0	5.0	49.6
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	10.0	1.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	44.5
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	4.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	49.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	8.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	32.8
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	6.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	32.5
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	6.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.5
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	46.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	9.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	48.2
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.5
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	34.0	1.0	0.0	2.0	2.0	5.0	5.0	2.0	2.0	5.0	4.0	8.0	8.0	4.0	4.0	5.0	3.0	2.0	1.0	0.0	0.0	49.7
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	89.0	3.0	2.0	3.0	1.0	3.0	2.0	6.0	3.0	7.0	5.0	12.0	10.0	15.0	11.0	15.0	13.0	21.0	19.0	4.0	3.0	52.8
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	322.0	17.0	12.0	20.0	13.0	25.0	18.0	43.0	33.0	48.0	35.0	44.0	34.0	31.0	21.0	32.0	25.0	52.0	28.0	10.0	7.0	48.4
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	114.0	16.0	14.0	18.0	18.0	27.0	26.0	15.0	14.0	10.0	9.0	5.0	5.0	10.0	10.0	7.0	6.0	4.0	4.0	2.0	2.0	41.6
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	280.0	11.0	8.0	17.0	11.0	22.0	16.0	35.0	27.0	42.0	32.0	37.0	29.0	27.0	18.0	31.0	25.0	51.0	27.0	7.0	5.0	49.6
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	32.8
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	559.0	37.0	28.0	43.0	34.0	60.0	51.0	66.0	52.0	70.0	53.0	69.0	57.0	60.0	46.0	59.0	47.0	79.0	52.0	16.0	12.0	47.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	481.0	41.0	31.0	49.0	41.0	54.0	40.0	49.0	44.0	60.0	55.0	52.0	43.0	43.0	32.0	60.0	48.0	38.0	32.0	35.0	25.0	44.9
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	166.0	11.0	9.0	16.0	11.0	25.0	23.0	24.0	23.0	23.0	18.0	15.0	15.0	14.0	12.0	11.0	7.0	11.0	9.0	16.0	11.0	43.4
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	271.0	17.0	13.0	22.0	14.0	28.0	26.0	36.0	29.0	46.0	42.0	34.0	29.0	26.0	22.0	24.0	22.0	24.0	13.0	14.0	13.0	46.1
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	1252.0	94.0	58.0	86.0	66.0	125.0	106.0	145.0	121.0	117.0	97.0	125.0	112.0	122.0	95.0	136.0	101.0	193.0	122.0	109.0	67.0	46.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	2170.0	163.0	111.0	173.0	132.0	232.0	195.0	254.0	217.0	246.0	212.0	226.0	199.0	205.0	161.0	231.0	178.0	266.0	176.0	174.0	116.0	46.1
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	147.0	1.0	1.0	7.0	3.0	20.0	14.0	25.0	19.0	24.0	18.0	26.0	21.0	25.0	18.0	15.0	9.0	4.0	4.0	0.0	0.0	48.1
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	49.0	0.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	8.0	4.0	13.0	6.0	9.0	5.0	5.0	1.0	7.0	1.0	0.0	0.0	53.4
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	406.0	21.0	12.0	40.0	18.0	46.0	20.0	34.0	19.0	36.0	16.0	47.0	21.0	55.0	29.0	41.0	14.0	39.0	14.0	47.0	20.0	45.3
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	86.0	2.0	2.0	6.0	6.0	9.0	9.0	12.0	12.0	16.0	16.0	16.0	16.0	12.0	11.0	7.0	7.0	2.0	2.0	4.0	4.0	46.3
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	47.0	5.0	3.0	7.0	7.0	9.0	8.0	3.0	3.0	4.0	2.0	3.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	9.0	9.0	37.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	47.0	5.0	4.0	9.0	9.0	8.0	7.0	5.0	3.0	7.0	7.0	5.0	5.0	3.0	3.0	0.0	0.0	1.0	1.0	4.0	4.0	39.3
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	22.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	3.0	0.0	6.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	51.2
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	162.0	3.0	2.0	8.0	8.0	18.0	15.0	11.0	9.0	19.0	16.0	22.0	20.0	24.0	17.0	25.0	17.0	25.0	7.0	7.0	5.0	50.5
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	25.0	4.0	3.0	4.0	1.0	2.0	2.0	4.0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	0.0	2.0	2.0	40.1
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	3.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	51.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	60.0	3.0	2.0	7.0	7.0	11.0	10.0	13.0	13.0	11.0	11.0	5.0	5.0	7.0	7.0	0.0	0.0	1.0	1.0	2.0	2.0	42.3
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	5.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	594.0	10.0	8.0	27.0	16.0	63.0	46.0	94.0	73.0	89.0	69.0	103.0	81.0	92.0	63.0	70.0	41.0	43.0	17.0	3.0	3.0	49.3
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	2271.0	52.0	31.0	115.0	79.0	177.0	123.0	220.0	167.0	258.0	191.0	303.0	213.0	347.0	232.0	411.0	238.0	301.0	182.0	87.0	49.0	50.6
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	3030.0	209.0	139.0	256.0	189.0	336.0	267.0	338.0	277.0	346.0	284.0	330.0	272.0	315.0	232.0	309.0	217.0	342.0	203.0	249.0	162.0	45.7
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	276.0	28.0	28.0	19.0	19.0	36.0	31.0	18.0	17.0	21.0	20.0	28.0	27.0	26.0	22.0	31.0	27.0	28.0	23.0	41.0	25.0	43.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	356.0	15.0	11.0	37.0	28.0	42.0	32.0	35.0	28.0	51.0	40.0	39.0	32.0	35.0	22.0	45.0	32.0	39.0	28.0	18.0	16.0	47.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1807.0	148.0	100.0	134.0	102.0	190.0	163.0	219.0	189.0	193.0	170.0	187.0	167.0	169.0	138.0	184.0	144.0	227.0	148.0	156.0	100.0	45.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	292.0	12.0	8.0	32.0	15.0	39.0	16.0	26.0	16.0	28.0	13.0	34.0	15.0	35.0	18.0	27.0	10.0	23.0	11.0	36.0	14.0	44.5
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	101.0	8.0	4.0	7.0	2.0	7.0	4.0	6.0	1.0	6.0	2.0	9.0	2.0	20.0	11.0	13.0	4.0	15.0	3.0	10.0	6.0	47.5
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	6171.0	299.0	206.0	417.0	303.0	612.0	467.0	670.0	534.0	714.0	564.0	764.0	593.0	780.0	549.0	821.0	523.0	714.0	425.0	380.0	239.0	47.8
Омская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	34.0	5.0	4.0	2.0	1.0	4.0	4.0	8.0	8.0	5.0	5.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	4.0	38.1
Омская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	13.0	0.0	0.0	5.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	42.2
