region	tags	indicator	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > бюджета субъекта Российской Федерации > 7.0	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > местного бюджета > 8.0	В том числе из числа студентов, обучающихся (обучавшихся): > за счет бюджетных ассигнований > федерального бюджета > 6.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > иных физических лиц > 10.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > лиц, зачисляемых на обучение (родителей (законных представителей)) несовершеннолетних обучающихся > 9.0	В том числе из числа студентов, обучающихся (обучавшихся): > по договорам об оказании платных образовательных услуг за счет средств > юридических лиц > 11.0	Всего обучено за период с 01.10. прошлого года по 30.09. текущего года (сумма гр. 6–11) > 5.0	Из общей численности обученных (из гр. 5) > дети-инвалиды (кроме учтенных в графе 16) > 18.0	Из общей численности обученных (из гр. 5) > женщины > 12.0	Из общей численности обученных (из гр. 5) > из них (из гр. 14): > дети-инвалиды > 16.0	Из общей численности обученных (из гр. 5) > из них (из гр. 14): > инвалиды > 15.0	Из общей численности обученных (из гр. 5) > инвалиды (кроме учтенных в гр. 15) > 17.0	Из общей численности обученных (из гр. 5) > лица с ограничен-ными возмож-ностями здоровья > 14.0	Из общей численности обученных (из гр. 5) > прошли ускоренное обучение по индивидуаль-ным учебным планам > 13.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-ремонтник / 1.0 / 234.0 / 18559.0	41.0	0.0	49.0	0.0	0.0	0.0	90.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-сборщик радиоэлектронной аппаратуры и приборов / 1.0 / 14.0 / 18569.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-электрик по ремонту электрооборудования / 1.0 / 236.0 / 18590.0	16.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Социальный работник / 1.0 / 125.0 / 26527.0	9.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	0.0	1.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Спасатель / 1.0 / 79.1 / nan	32.0	0.0	0.0	0.0	14.0	0.0	46.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Специалист по маникюру / 1.0 / 25.0 / nan	52.0	0.0	0.0	0.0	4.0	0.0	56.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Станочник деревообрабатывающих станков / 1.0 / 19.0 / 18783.0	32.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Токарь / 1.0 / 147.0 / 19149.0	0.0	28.0	70.0	0.0	0.0	0.0	98.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист / 1.0 / 162.0 / 19203.0	25.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	29.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Штукатур / 1.0 / 144.0 / 19727.0	36.0	0.0	0.0	0.0	0.0	0.0	36.0	1.0	12.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтажник по освещению и осветительным сетям / 1.0 / 148.0 / 19806.0	0.0	0.0	16.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по обслуживанию электроустановок / 1.0 / 14.0 / 19850.0	0.0	0.0	27.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по ремонту и обслуживанию электрооборудования / 1.0 / 174.0 / 19861.0	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Младшая медицинская сестра по уходу за больными / 1.0 / 83.0 / 24232.0	0.0	0.0	0.0	0.0	46.0	0.0	46.0	0.0	39.0	0.0	0.0	1.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Пожарный / 1.0 / 130.0 / 16781.0	0.0	0.0	0.0	0.0	57.0	0.0	57.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Марий Эл	Частные; Очная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	0.0	103.0	0.0	103.0	0.0	40.0	0.0	0.0	1.0	0.0	0.0
Республика Марий Эл	Частные; Очно-заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Кассир / 1.0 / 52.0 / 23369.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Монтажник каркасно-обшивных конструкций / 1.0 / 91.2 / nan	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Оператор поста централизации / 1.0 / 37.0 / nan	0.0	0.0	0.0	0.0	10.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	28.0	0.0	0.0	10.0	10.0	0.0	48.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Слесарь по ремонту сельскохозяйственных машин и оборудования / 1.0 / 230.0 / 18545.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	15.0	0.0	0.0	3.0	0.0	0.0	18.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Агент по закупкам / 1.0 / 7.0 / 20015.0	19.0	0.0	0.0	0.0	4.0	0.0	23.0	0.0	21.0	0.0	1.0	0.0	1.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Аппаратчик производства кисломолочных и детских молочных продуктов / 1.0 / 86.0 / 10786.0	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Аппаратчик химической очистки препаратов биосинтеза / 1.0 / 24.0 / 11083.0	23.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	18.0	0.0	0.0	3.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Арматурщик / 1.0 / 1.0 / 11121.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Бармен / 1.0 / 199.0 / 11176.0	19.0	0.0	0.0	0.0	2.0	0.0	21.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Водитель автомобиля / 1.0 / 175.11 / nan	185.0	0.0	0.0	0.0	50.0	0.0	235.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Водитель погрузчика / 1.0 / 11.0 / 11453.0	18.0	0.0	0.0	0.0	4.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Горничная / 1.0 / 21.0 / 11695.0	57.0	0.0	0.0	0.0	8.0	0.0	65.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Дефектоскопист по визуальному и измерительному контролю / 1.0 / 25.1 / nan	20.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Замерщик на топографо-геодезических и маркшейдерских работах / 1.0 / 2.0 / 12192.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Изготовитель полуфабрикатов из мяса птицы / 1.0 / 64.0 / 12397.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Исполнитель художественно-оформительских работ / 1.0 / 4.0 / 12565.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Каменщик / 1.0 / 11.0 / 12680.0	22.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кассир / 1.0 / 52.0 / 23369.0	21.0	0.0	0.0	0.0	49.0	0.0	70.0	0.0	56.0	0.0	0.0	1.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Кондитер / 1.0 / 46.0 / 12901.0	43.0	0.0	0.0	0.0	1.0	0.0	44.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Контролер в производстве электроизоляционных материалов / 1.0 / 33.0 / 12944.0	17.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Машинист бульдозера / 1.0 / 36.0 / 13583.0	19.0	0.0	0.0	0.0	4.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Младшая медицинская сестра по уходу за больными / 1.0 / 83.0 / 24232.0	51.0	0.0	0.0	0.0	67.0	0.0	118.0	0.0	81.0	4.0	0.0	0.0	4.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтажник каркасно-обшивных конструкций / 1.0 / 91.2 / nan	20.0	0.0	0.0	0.0	4.0	0.0	24.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Монтажник радиоэлектронной аппаратуры и приборов / 1.0 / 7.0 / 14618.0	13.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор на автоматических и полуавтоматических линиях в деревообработке / 1.0 / 7.0 / 15726.0	18.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор по искусственному осеменению животных и птицы / 1.0 / 19.0 / 15830.0	47.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор поста централизации / 1.0 / 37.0 / nan	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор станков с программным управлением / 1.0 / 136.0 / 16045.0	79.0	0.0	0.0	0.0	0.0	0.0	79.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Оператор электронно-вычислительных и вычислительных машин / 1.0 / 122.0 / 16199.0	79.0	0.0	13.0	0.0	45.0	0.0	137.0	2.0	27.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Официант / 1.0 / 204.0 / 16399.0	29.0	0.0	0.0	0.0	2.0	0.0	31.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Парикмахер / 1.0 / 28.0 / 16437.0	20.0	0.0	0.0	0.0	8.0	0.0	28.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Пекарь / 1.0 / 32.0 / 16472.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Повар / 1.0 / 205.0 / 16675.0	109.0	0.0	0.0	0.0	1.0	0.0	110.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста тепловоза / 1.0 / 54.0 / nan	0.0	0.0	0.0	0.0	43.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Помощник машиниста электровоза / 1.0 / 55.0 / nan	0.0	0.0	0.0	0.0	43.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Портной / 1.0 / 14.0 / 16909.0	15.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Портье / 1.0 / 113.0 / 25627.0	19.0	0.0	0.0	0.0	4.0	0.0	23.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Приемосдатчик груза и багажа / 1.0 / 132.0 / 17244.0	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	1950.0	0.0	98.0	0.0	701.0	0.0	2749.0	4.0	665.0	4.0	1.0	6.0	5.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Рабочий плодоовощного хранилища / 1.0 / 139.0 / 17542.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Регулировщик радиоэлектронной аппаратуры и приборов / 1.0 / 12.0 / 17861.0	0.0	0.0	17.0	0.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сварщик ручной дуговой сварки плавящимся покрытым электродом / 1.0 / 65.0 / nan	35.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Сигналист / 1.0 / 69.0 / nan	0.0	0.0	0.0	0.0	18.0	0.0	18.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по контрольно-измерительным приборам и автоматике / 1.0 / 223.0 / 18494.0	34.0	0.0	0.0	0.0	4.0	0.0	38.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту автомобилей / 1.0 / 224.0 / 18511.0	100.0	0.0	0.0	0.0	26.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования / 1.0 / 227.0 / 18526.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту подвижного состава / 1.0 / 228.0 / 18540.0	0.0	0.0	0.0	0.0	43.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по ремонту сельскохозяйственных машин и оборудования / 1.0 / 230.0 / 18545.0	40.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь по эксплуатации и ремонту газового оборудования / 1.0 / 7.0 / 18554.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-ремонтник / 1.0 / 234.0 / 18559.0	42.0	0.0	24.0	0.0	2.0	0.0	68.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Слесарь-электрик по ремонту электрооборудования / 1.0 / 236.0 / 18590.0	47.0	0.0	0.0	0.0	1.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Специалист по маникюру / 1.0 / 25.0 / nan	48.0	0.0	0.0	0.0	6.0	0.0	54.0	0.0	53.0	0.0	0.0	1.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Станочник широкого профиля / 1.0 / 145.0 / 18809.0	19.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Токарь / 1.0 / 147.0 / 19149.0	70.0	0.0	44.0	0.0	4.0	0.0	118.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист / 1.0 / 162.0 / 19203.0	149.0	0.0	0.0	0.0	218.0	0.0	367.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	95.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Фрезеровщик / 1.0 / 153.0 / 19479.0	35.0	0.0	0.0	0.0	0.0	0.0	35.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электрогазосварщик-врезчик / 1.0 / 9.0 / 19758.0	48.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по обслуживанию электроустановок / 1.0 / 14.0 / 19850.0	21.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по ремонту и монтажу кабельных линий / 1.0 / 60.0 / 19859.0	17.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электромонтер по ремонту и обслуживанию электрооборудования / 1.0 / 174.0 / 19861.0	23.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Электрослесарь по ремонту электрооборудования электростанций / 1.0 / 65.0 / 19929.0	21.0	0.0	0.0	0.0	4.0	0.0	25.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Частные; Очная	Агент банка / 1.0 / 2.0 / 20002.0	0.0	0.0	0.0	21.0	0.0	0.0	21.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Частные; Очная	Кассир / 1.0 / 52.0 / 23369.0	0.0	0.0	0.0	42.0	0.0	0.0	42.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Частные; Очная	Повар / 1.0 / 205.0 / 16675.0	0.0	0.0	0.0	15.0	0.0	0.0	15.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Республика Мордовия	Частные; Очная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	0.0	78.0	0.0	0.0	78.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Горнорабочий на маркшейдерских работах / 1.0 / 9.0 / 11711.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Кассир / 1.0 / 52.0 / 23369.0	0.0	0.0	0.0	8.0	0.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Матрос / 1.0 / 94.0 / nan	0.0	0.0	3.0	0.0	5.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Машинист мельниц / 1.0 / 65.0 / 13872.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Моторист-рулевой / 1.0 / 104.0 / nan	0.0	0.0	3.0	0.0	5.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Оператор по добыче нефти и газа / 1.0 / 33.0 / 15824.0	0.0	0.0	0.0	0.0	13.0	0.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Программы профессиональной подготовки по профессиям рабочих, должностям служащих - всего / 1.0 / 0.0 / 0.0	0.0	0.0	16.0	42.0	27.0	0.0	85.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Слесарь по ремонту автомобилей / 1.0 / 224.0 / 18511.0	0.0	0.0	0.0	19.0	2.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Тракторист-машинист сельскохозяйственного производства / 1.0 / 33.0 / 19205.0	0.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Электрик судовой / 1.0 / 122.0 / nan	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	Электрослесарь по ремонту электрооборудования электростанций / 1.0 / 65.0 / 19929.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Аппаратчик пастеризации / 1.0 / 1.5 / nan	12.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Аппаратчик производства кисломолочных и детских молочных продуктов / 1.0 / 86.0 / 10786.0	11.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Асфальтобетонщик / 1.0 / 2.0 / 11140.0	11.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Бармен / 1.0 / 199.0 / 11176.0	33.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	29.0	0.0	1.0	0.0	1.0	0.0
