region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > Всего (сумма гр. 7, 8) > 6.0	Программы подготовки квалифицированных рабочих, служащих > в том числе программы > на базе основного общего образования > 7.0	Программы подготовки квалифицированных рабочих, служащих > в том числе программы > на базе среднего общего образования > 8.0	Программы подготовки специалистов среднего звена > Всего (сумма гр. 4, 5) > 3.0	Программы подготовки специалистов среднего звена > в том числе программы > на базе основного общего образования > 4.0	Программы подготовки специалистов среднего звена > в том числе программы > на базе среднего общего образования > 5.0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	93	93	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	308	308	0	2435	2107	328
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	3027	2947	80	8279	6830	1449
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	7	5	2
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	63	63	0	672	565	107
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	1512	1334	178	7273	5870	1403
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	256	106	150	1783	1487	296
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	9	8	1
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	13	0	13	5	0	5
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	7	5	2
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	691	686	5
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	2	2	0	21	17	4
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	361	211	150	2491	2190	301
Республика Дагестан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	2655	2017	638	13048	10494	2554
Республика Дагестан	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	6	6	0
Республика Дагестан	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	85	85	0	137	137	0
Республика Дагестан	Частные; Очная	   государственные социальные стипендии / 2.0	32	32	0	57	57	0
Республика Дагестан	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	6	6	0
Республика Дагестан	Частные; Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	2	2	0
Республика Дагестан	Частные; Очная	   стипендии Правительства Российской Федерации / 3.0	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Дагестан	Частные; Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	85	85	0	139	139	0
Республика Дагестан	Частные; Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	94	94	0	501	476	25
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	364	253	111	1806	1177	629
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	16	14	2
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	9	9	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	3	3	0	1	0	1
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	0	0	0	16	14	2
Республика Ингушетия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	1013	836	177	4679	3860	819
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	1	1	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	1	1	0	14	14	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	67	67	0	704	617	87
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	72	72	0	108	93	15
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	5	5	0	36	34	2
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	1	1	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	2	2	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	4	4	0	4	3	1
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	73	73	0	124	108	16
Республика Калмыкия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	243	208	35	2471	2239	232
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	42	22	20
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	2	2	0	19	16	3
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	57	28	29
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	378	370	8	928	675	253
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	6	5	1
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	10	10	0	15	11	4
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	2	2	0
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	2	2	0	27	19	8
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	9	9	0	58	45	13
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	10	10	0	19	16	3
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	5	5	0
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	20	20	0	82	62	20
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	9	9	0	121	78	43
Республика Карелия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	1000	966	34	4122	3142	980
Республика Карелия	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   государственные социальные стипендии / 2.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Республика Карелия	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	2	2	0
Республика Карелия	Частные; Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	   стипендии Правительства Российской Федерации / 3.0	0	0	0	1	0	1
Республика Карелия	Частные; Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Карелия	Частные; Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Карелия	Частные; Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	0	0	0	0	0	0
Республика Карелия	Частные; Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	21	21	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	206	205	1	449	426	23
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	1212	1202	10	2737	2432	305
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	37	37	0	377	349	28
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	7	7	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	6	6	0	6	6	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	13	13	0	7	7	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	19	19	0	22	22	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	76	76	0	205	197	8
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	327	324	3	760	707	53
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	2618	2567	51	5847	5354	493
Республика Коми	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	2	2	0
Республика Коми	Частные; Очная	   государственные социальные стипендии / 2.0	0	0	0	8	8	0
Республика Коми	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Республика Коми	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
Республика Коми	Частные; Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   полученных от приносящей доход деятельности / 17.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	   стипендии Правительства Российской Федерации / 3.0	0	0	0	0	0	0
Республика Коми	Частные; Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Коми	Частные; Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	0	0	0
Республика Коми	Частные; Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	0	0	0	2	2	0
Республика Коми	Частные; Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	0	0	0	20	20	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	6	6	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	1738	1710	28	2020	1698	322
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   государственные социальные стипендии / 2.0	684	588	96	690	555	135
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	2349	2297	52	3369	2753	616
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	3	3	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: органами местного самоуправления / 6.0	1	1	0	10	5	5
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: федеральными государственными органами / 4.0	2	2	0	2	2	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: физическими лицами / 9.0	0	0	0	0	0	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   именные стипендии, учрежденные: юридическими лицами / 7.0	0	0	0	6	6	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   полученных от приносящей доход деятельности / 17.0	1	1	0	48	1	47
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   стипендии Правительства Российской Федерации / 3.0	23	23	0	251	244	7
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные физическими лицами (кроме именных,
   указанных в строке 09) / 12.0"	0	0	0	0	0	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   стипендии, назначенные юридическими лицами (кроме именных,
   указанных в строке 07) / 10.0"	0	0	0	2	1	1
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих другие формы материальной поддержки / 14.0	3691	3611	80	4868	3874	994
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	Численность студентов, получающих: государственные академические стипендии / 1.0	5706	5265	441	10179	8136	2043
Республика Крым	Частные; Очная	      в том числе студентам, направленным ими на обучение / 11.0	0	0	0	0	0	0
Республика Крым	Частные; Очная	      в том числе студентам, направленным ими на обучение / 13.0	0	0	0	0	0	0
Республика Крым	Частные; Очная	      из них организацией, студентами которой они являются / 8.0	0	0	0	0	0	0
Республика Крым	Частные; Очная	   бюджетных ассигнований бюджета субъекта Российской Федерации / 16.0	0	0	0	0	0	0
Республика Крым	Частные; Очная	   государственные социальные стипендии / 2.0	0	0	0	0	0	0
Республика Крым	Частные; Очная	"   из них за счет средств: 
   стипендиального фонда / 15.0"	0	0	0	0	0	0
Республика Крым	Частные; Очная	"   именные стипендии, учрежденные: 
   органами государственной власти субъекта Российской Федерации / 5.0"	0	0	0	0	0	0
