region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 8.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 7.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 9.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 4.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 3.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 5.0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	3	17
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	0	3	17
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Псковская область	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	3	17
Псковская область	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	1	2
Псковская область	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	1	1	2
Псковская область	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	1	1	2
Псковская область	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	3	8	2	2
Псковская область	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	   с организациями / 10.0	0	0	0	0	3	8	2	2
Псковская область	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Псковская область	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	3	8	2	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	2	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	2	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	2	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	297	0	43
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	2	5	15	0	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	13	0	2
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	0	0	0	2	5	28	0	4
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	297	0	43
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	2	5	325	0	47
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	15
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	5
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	0	0	5
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	15
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Адыгея	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	20
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	1	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	1	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	1	39	0	0	9	84	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	0	1
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	1	0	0	0	4	7	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	2	39	0	0	12	83	0	1
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	1	9	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Алтай	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	2	39	0	0	13	92	0	1
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	5
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	5
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	23	69
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	23	79
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	23	79
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	60	813	0	1	136	947	4	65
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	1	0	1
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	17	10	15	2	74	292	13	3
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	21	0	0	121	359	19	21
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	77	844	15	3	326	1562	35	80
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	5	34	1	9
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	3	0	1
Республика Башкортостан	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	77	844	15	3	331	1599	36	90
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	2
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с организациями / 10.0	0	0	0	0	0	0	0	2
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	0	2
Республика Башкортостан	Частные; Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	2	0	1
Республика Башкортостан	Частные; Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	   с организациями / 10.0	0	0	0	0	0	2	0	1
Республика Башкортостан	Частные; Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	2	0	1
Республика Башкортостан	Частные; Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	1	0	0
Республика Башкортостан	Частные; Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	   с организациями / 10.0	0	0	0	0	0	1	0	0
Республика Башкортостан	Частные; Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Башкортостан	Частные; Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	1	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	1	3
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	3
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	0	0	30	118
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с организациями / 10.0	0	0	0	0	0	0	31	124
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   с органом местного самоуправления / 9.0	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	0	0	0	0	0	0	31	124
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       бюджета субъекта Российской Федерации / 4.0	15	56	0	0	71	857	179	1028
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	    по договорам об оказании платных образовательных услуг / 6.0	0	8	14	0	0	0	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе обучающиеся:
      за счет бюджетных ассигнований: 
      федерального бюджета / 2.0"	0	0	0	0	53	246	6	67
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с организациями / 10.0	15	64	14	0	110	967	185	1070
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом государственной власти субъекта Российской Федерации / 8.0	0	0	0	0	0	57	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   с органом местного самоуправления / 9.0	0	0	0	0	14	79	0	0
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 заключили договор: 
   с федеральным государственным органом / 7.0"	0	0	0	0	0	0	0	25
Республика Бурятия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, заключившие договор о целевом обучении - всего
(сумма стр. 02, 04-06; 07-10) / 1.0"	15	64	14	0	124	1103	185	1095
Республика Бурятия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них в рамках задания государственного плана подготовки
          кадров со средним профессиональным образованием для
          организаций оборонно-промышленного комплекса / 3.0"	0	0	0	0	0	0	0	0
Республика Бурятия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       бюджета субъекта Российской Федерации / 4.0	0	0	0	0	0	0	0	0
Республика Бурятия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       местного бюджета / 5.0	0	0	0	0	0	0	0	0
Республика Бурятия	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    по договорам об оказании платных образовательных услуг / 6.0	0	0	0	0	0	0	0	0
