region	tags	indicator	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Выпуск > 11.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Принято > 9.0	Программы подготовки квалифицированных рабочих, служащих > на базе основного общего образования > Численность студентов > 10.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Выпуск > 14.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Принято > 12.0	Программы подготовки квалифицированных рабочих, служащих > на базе среднего общего образования > Численность студентов > 13.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Выпуск > 5.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Принято > 3.0	Программы подготовки специалистов среднего звена > на базе основного общего образования > Численность студентов > 4.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Выпуск > 8.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Принято > 6.0	Программы подготовки специалистов среднего звена > на базе среднего общего образования > Численность студентов > 7.0
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	1	0	0	0	0	0	0	1	5	10	10	32
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	117	128	267	21	1	1	311	735	2065	125	120	388
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	1	0	0	0	0	1	7	0	0	1
Республика Коми	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	118	128	267	21	1	1	311	736	2070	135	130	420
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	9	26	60
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	25	0	38
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	43	117	218
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	18	22	52
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	59	121	264
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Коми	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	77	143	316
Республика Коми	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Коми	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	7
Республика Коми	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	24	23	111	48	23	111
Республика Коми	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	6	0	15	14	5	37
Республика Коми	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	18	23	96	34	18	81
Республика Коми	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Коми	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	24	23	111	48	23	118
Республика Коми	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Коми	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	1	21	0	0	0
Республика Коми	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	20	20	0	0	0	93	152	520	34	21	51
Республика Коми	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	1	1
Республика Коми	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	20	20	0	0	0	93	153	541	34	20	50
Республика Коми	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	2	2	0	0	0
Республика Коми	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	20	20	0	0	0	93	153	541	34	21	51
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	55	25	305
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	21	25
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	32	281	517	433	325	1172
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	54	61	161
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	32	281	517	434	310	1341
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	1	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	32	281	517	488	371	1502
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	1	5	14	0	0	0
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	1	1	0	0	9
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	40	333	581	74	91	108	1126	2654	6824	643	891	2019
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	3	9	20	39
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	40	333	581	74	91	108	1127	2660	6836	634	871	1989
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	7	7	0	2	2	0	30	36	0	6	13
Республика Крым	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	40	333	581	74	91	108	1127	2660	6839	643	891	2028
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	25	75	0	0	0	60	207	413	23	22	102
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	3	19	15	63
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	25	75	0	0	0	60	207	410	4	7	39
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	25	75	0	0	0	60	207	413	23	22	102
Республика Крым	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	2	63	194	6	75	200
Республика Крым	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	2	63	194	6	75	200
Республика Крым	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	2	63	194	6	75	200
Республика Крым	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	632	1660	4605	553	522	1231
Республика Крым	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	4
Республика Крым	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	632	1660	4605	553	522	1227
Республика Крым	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	10	0	0	0	0
Республика Крым	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	632	1660	4605	553	522	1231
Республика Крым	Частные; Очно-заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Очно-заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Очно-заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	132	182	469
Республика Крым	Частные; Очно-заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	54	83	132
Республика Крым	Частные; Очно-заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	78	99	337
Республика Крым	Частные; Очно-заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Крым	Частные; Очно-заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	132	182	469
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	21	41	116	67	23	164
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	4	4	28	19	73
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	2	6	30
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	21	45	120	93	36	207
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	21	45	120	95	42	237
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	12	26	59	12	0	12
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	2	40	58	0	0	0	226	358	1079	84	33	108
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	1	2	5	6	1	12
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	2	40	58	0	0	0	237	382	1133	90	32	108
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	1	2	0	0	0
Республика Марий Эл	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	2	40	58	0	0	0	238	384	1138	96	33	120
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Очно-заочная; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	11	0	37
Республика Марий Эл	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	9	0	20
Республика Марий Эл	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	2	0	17
Республика Марий Эл	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	11	0	37
Республика Марий Эл	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	166	423	1567	82	77	205
Республика Марий Эл	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	166	423	1567	82	77	205
Республика Марий Эл	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	166	423	1567	82	77	205
Республика Марий Эл	Частные; Очно-заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очно-заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очно-заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	15	36	131
Республика Марий Эл	Частные; Очно-заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	15	15	90
Республика Марий Эл	Частные; Очно-заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	0	21	41
Республика Марий Эл	Частные; Очно-заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Марий Эл	Частные; Очно-заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	15	36	131
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	33	19	84
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	87	56	282
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	23	22	79
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	97	53	287
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	120	75	366
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	8	4	43	0	0	0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	1	0	4	0	0	0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	27	25	66	4	4	4	932	1017	3200	94	149	336
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	2	0	2	2	7	2	38	3	8	22
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	27	25	64	4	2	2	934	1019	3209	91	141	314
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	1	3	0	0	0
Республика Мордовия	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	27	25	66	4	4	4	941	1021	3247	94	149	336
Республика Мордовия	Частные; Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	0	0	20	15	31
Республика Мордовия	Частные; Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	0	0	20	15	31
Республика Мордовия	Частные; Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	0	0	20	15	31
Республика Мордовия	Частные; Очная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Очная	      юридических лиц / 4.0	0	0	0	0	0	0	2	3	4	0	0	0
Республика Мордовия	Частные; Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	192	356	987	68	118	192
Республика Мордовия	Частные; Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	1	0	0	0
Республика Мордовия	Частные; Очная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	194	359	990	68	118	192
Республика Мордовия	Частные; Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Мордовия	Частные; Очная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	194	359	991	68	118	192
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      иных физических лиц / 3.0	0	0	0	0	0	0	0	9	50	193	142	623
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	3	4
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	0	0	0	0	0	0	0	18	31	233	160	753
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	0	0	0	0	0	0	25	16	39
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	   получают среднее профессиональное образование впервые / 5.0	0	0	0	0	0	0	0	27	81	401	289	1341
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	0	0	0	0	0	0	0
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Заочная	"Студенты, обучающиеся по договорам об оказании платных
образовательных услуг - всего (сумма стр. 02-04; 05, 06) / 1.0"	0	0	0	0	0	0	0	27	81	426	305	1380
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      иных физических лиц / 3.0	5	2	19	14	8	8	25	20	86	394	677	1328
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	      юридических лиц / 4.0	0	0	0	0	0	0	0	0	0	0	13	39
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   в том числе: 
   за счет средств: 
      лиц, зачисляемых на обучение (родителей (законных
      представителей) несовершеннолетних обучающихся) / 2.0"	103	77	202	31	20	22	355	563	1758	219	466	801
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"   получают второе или последующее среднее профессиональное
   образование / 6.0"	0	0	0	16	6	6	0	5	15	31	141	212
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	   получают среднее профессиональное образование впервые / 5.0	108	79	221	29	22	24	380	578	1829	582	1015	1956
Республика Саха (Якутия)	Государственные, муниципальные (без учета организаций в ведении ФСИН); Очная	"Из стр. 01 - студенты, использующие образовательный кредит
для оплаты обучения / 7.0"	0	0	0	0	0	1	0	0	0	0	2	2
