region	tags	indicator	 Выбыло работников, человек > всего > 10.0	" Выбыло работников, человек > из них по собственному желанию
 > 11.0"	Принято работников, человек > всего > 7.0	Принято работников, человек > из них выпускники: > с высшим образованием > 9.0	Принято работников, человек > из них выпускники: > со средним профессиональ-ным образованием по программам подготовки специалистов среднего звена > 8.0	Фактически занято, единиц > всего > 4.0	"Фактически занято, единиц > работниками списочного состава
 > 5.0"	Численность работников на начало отчетного учебного года (без совместителей и работающих по договорам гражданско-правового характера), человек > 12.0	Численность работников на начало предыдущего учебного года (без внешних совместителей и работавших по договорам гражданско-правового характера), человек > 6.0	Число ставок по штату, единиц > 3.0
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	14.0	14.0	29.0	10.0	6.0	189.0	180.9	181.0	154.0	254.0
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	5.0	4.0	4.0	4.0	0.0	18.0	16.5	17.0	18.0	28.5
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	1.0	1.0	1.0	0.0	0.0	14.0	14.0	14.0	14.0	15.0
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	4.0	4.0	7.0	5.0	0.0	36.0	34.5	35.0	32.0	44.25
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	2.0	3.25
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	30.0	29.0	27.0	18.0	0.0	280.6	269.5	275.0	272.0	306.75
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	318.0	280.0	263.0	25.0	97.0	1331.1	1247.2	1276.0	1323.0	1660.4
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	301.0	288.0	397.0	208.0	43.0	3079.8499999999995	2501.88	2250.0	2164.0	3867.03
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	111.0	99.0	67.0	24.0	10.0	452.65000000000003	397.25	409.0	457.0	580.2
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	11.0	11.0	41.0	31.0	1.0	336.0	277.7	278.0	198.0	419.7
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	138.0	132.0	146.0	80.0	3.0	1895.4900000000005	1446.61	1387.0	1291.0	2195.4
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	18.0	18.0	17.0	1.0	8.0	100.0	85.0	90.0	95.0	201.0
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	9.0	9.0	8.0	4.0	2.0	53.84	41.0	47.0	51.0	75.47
Приморский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	760.0	696.0	754.0	275.0	150.0	5144.2	4415.83	4210.0	4216.0	6414.38
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	1.0	1.0	2.0	2.0	0.0	16.6	6.1	16.0	15.0	17.1
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	0.0	0.0	0.0	0.0	0.0	11.5	1.1	5.0	5.0	12.1
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	0.0	0.0	0.0	0.0	0.0	8.1	1.1	6.0	6.0	13.1
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	1.0	1.0	2.0	0.0	0.0	54.5	22.4	38.0	37.0	56.4
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	2.0	2.0	4.0	2.0	0.0	90.7	30.7	65.0	63.0	98.7
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	0.0	0.0	2.0	1.0	0.0	13.5	10.0	16.0	12.0	15.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	5.0	4.0	7.0	7.0	6.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	1.0	1.0	0.0	0.0	0.0	6.5	3.0	6.0	7.0	7.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	1.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	1.0	0.0	0.0	3.1	1.1	2.0	1.0	3.1
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	3.0	3.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	1.1	1.1	2.0	2.0	1.1
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	0.0	0.0	2.0	1.0	0.0	18.5	14.0	23.0	21.0	21.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	9.0	9.0	0.0	0.0	0.0	28.8	19.3	25.0	34.0	33.3
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	3.0	3.0	5.0	2.0	0.0	106.9	36.9	80.0	78.0	115.9
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	2.0	2.0	5.0	4.0	0.0	23.7	11.2	18.0	15.0	41.2
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	2.0	2.0	2.0	0.0	0.0	74.7	30.7	49.0	39.0	82.7
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Приморский край	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	14.0	14.0	12.0	7.0	0.0	177.9	81.4	146.0	148.0	211.4
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	22.0	21.0	46.0	40.0	2.0	186.95	164.61999999999998	154.0	142.0	248.89999999999998
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	4.0	4.0	2.0	1.0	0.0	45.36000000000001	45.18000000000001	40.0	38.0	63.47
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	8.0	7.0	9.0	9.0	0.0	78.47000000000001	72.17	63.0	56.0	110.71000000000001
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	51.0	49.0	43.0	32.0	10.0	426.26000000000005	340.77	290.0	291.0	479.4700000000001
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	85.0	81.0	100.0	82.0	12.0	737.0400000000001	622.74	547.0	527.0	902.5500000000001
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	3.0	3.0	6.0	5.0	1.0	49.7	49.2	51.0	45.0	50.2
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	17.0	17.0	15.0	14.0	17.0
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	24.0	24.0	8.0	1.0	7.0	107.94	107.94	109.0	125.0	130.25
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	1.0	1.0	2.0	2.0	0.0	23.0	20.0	15.0	13.0	35.5
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	2.0	2.0	5.0	3.0	2.0	12.0	11.0	10.0	9.0	14.0
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	0.0	0.0	1.0	1.0	0.0	12.3	12.3	12.0	11.0	13.3
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	2.0	2.0	3.0	3.0	0.0	10.6	10.6	12.0	11.0	11.6
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	10.0	9.0	7.0	4.0	1.0	65.0	51.400000000000006	48.0	53.0	71.25
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	4.0	3.0	4.0	3.0	0.0	15.0	15.0	14.0	13.0	17.65
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	4.0	3.0
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	2.0	2.0	2.0	1.0	1.0	12.5	12.5	12.0	11.0	14.75
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	5.0	5.0	8.0	6.0	1.0	109.2	100.2	97.0	94.0	111.2
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	82.0	72.0	93.0	7.0	35.0	510.30000000000007	485.08000000000004	477.0	467.0	581.4499999999999
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	131.0	125.0	133.0	101.0	23.0	995.3799999999999	863.4799999999999	779.0	773.0	1212.85
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	28.0	24.0	50.0	20.0	20.0	343.8	341.27	338.0	319.0	415.88000000000005
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	3.0	2.0	12.0	9.0	0.0	108.5	108.5	104.0	95.0	177.47000000000003
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	72.0	70.0	77.0	64.0	10.0	564.79	468.24000000000007	418.0	392.0	622.3200000000002
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	7.0	7.0	1.0	0.0	1.0	59.2	59.2	60.0	68.0	69.69999999999999
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	9.0	9.0	2.0	0.0	2.0	37.74	37.74	41.0	41.0	44.36
Псковская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	246.0	226.0	284.0	134.0	79.0	1958.68	1790.03	1691.0	1653.0	2321.3799999999997
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	3.0	3.0	1.0	1.0	0.0	4.4	4.4	5.0	7.0	4.4
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	0.0	0.0	0.0	0.0	0.0	5.1	4.5	5.0	5.0	5.5
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	0.0	0.0	2.0	2.0	0.0	7.55	6.55	8.0	6.0	8.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"          профессионального учебного
          цикла / 11.0"	3.0	3.0	4.0	4.0	0.0	12.63	12.33	13.0	12.0	13.6
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	6.0	6.0	7.0	7.0	0.0	29.68	27.78	31.0	30.0	31.5
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       заместители директора
       (начальника) / 4.0"	1.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	3.0	2.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       мастера производственного
       обучения / 12.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-организаторы / 15.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	2.0	2.0	2.0	2.0	0.0	9.0	9.0	9.0	9.0	9.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	12.0	12.0	16.0	1.0	0.0	35.69	35.3	36.0	32.0	35.89
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	7.0	7.0	8.0	8.0	0.0	35.68	33.78	37.0	36.0	39.5
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	"    учебно-вспомогательный
    персонал / 21.0"	0.0	0.0	2.0	0.0	2.0	10.9	10.1	11.0	9.0	11.15
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	0.0	0.0	2.0	2.0	0.0	29.68	27.78	31.0	4.0	31.5
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
Псковская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	21.0	21.0	28.0	11.0	2.0	91.27	88.17999999999999	93.0	86.0	95.53999999999999
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          общеобразовательных
          дисциплин / 8.0"	16.0	13.0	17.0	11.0	0.0	184.67999999999998	151.92	130.0	128.0	212.93999999999997
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          математического и общего
          естественнонаучного учебного
          цикла / 10.0"	3.0	3.0	10.0	8.0	0.0	62.160000000000004	53.07	36.0	29.0	63.38
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и
          социально-экономического
           учебного цикла / 9.0"	14.0	6.0	6.0	5.0	0.0	68.45	59.03	44.0	52.0	72.94999999999999
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          профессионального учебного
          цикла / 11.0"	29.0	11.0	37.0	25.0	6.0	432.47	202.43	229.0	215.0	569.63
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего
       (сумма строк 8-11) / 7.0"	62.0	33.0	70.0	49.0	6.0	747.76	466.45000000000005	439.0	424.0	918.9
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       заместители директора
       (начальника) / 4.0"	7.0	7.0	5.0	4.0	0.0	35.25	32.25	36.0	38.0	46.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	0.0	0.0	0.0	0.0	0.0	10.0	9.0	10.0	10.0	10.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       мастера производственного
       обучения / 12.0"	6.0	3.0	4.0	2.0	2.0	92.0	71.0	71.0	73.0	102.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	2.0	2.0	2.0	1.0	0.0	18.0	16.0	17.0	17.0	22.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-организаторы / 15.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	5.0	5.0	7.5
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	1.0	1.0	5.0	3.0	1.0	17.5	17.5	18.0	14.0	17.5
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы
       (основ безопасности
       жизнедеятельности, 
       допризывной подготовки) / 16.0"	2.0	2.0	2.0	1.0	0.0	6.0	6.0	5.0	5.0	7.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	14.0	13.0	20.0	8.0	4.0	118.16	91.73	74.0	73.0	125.91
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       руководители физического
       воспитания / 17.0"	0.0	0.0	0.0	0.0	0.0	5.0	5.0	4.0	4.0	7.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	0.0	0.0	1.0	1.0	0.0	5.0	4.0	4.0	4.0	6.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	2.0	2.0	1.0	1.0	0.0	7.5	5.0	5.0	6.0	10.5
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	10.0	10.0	11.0	6.0	1.0	76.25	63.25	69.0	71.0	88.5
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	80.0	52.0	62.0	14.0	31.0	354.96	307.05	306.0	321.0	422.7
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    педагогические работники - всего
    (сумма строк 07,12-20) / 6.0"	89.0	56.0	104.0	65.0	13.0	1017.9200000000001	684.6800000000001	638.0	621.0	1218.31
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    учебно-вспомогательный
    персонал / 21.0"	15.0	14.0	16.0	2.0	8.0	93.6	87.6	78.0	79.0	105.1
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	1.0	1.0	2.0	2.0	0.0	53.6	33.4	52.0	32.0	53.6
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	49.0	21.0	58.0	39.0	6.0	616.36	372.25	376.0	351.0	781.07
Республика Адыгея	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	1.0	0.0	1.0	36.66	25.0	26.0	17.0	36.66
