region	tags	indicator	Всего, человек > 3.0	Из гр. 3 > жен-щины > 16.0	Из гр. 3 > имеют квалификацион-ные категории > высшую > 14.0	Из гр. 3 > имеют квалификацион-ные категории > первую > 15.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > доцента > 10.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученое звание > профессора > 9.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > PhD > 8.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > доктора наук > 6.0	Из них (из гр.3) имеют образование > Из гр.4 имеют: > ученую степень > кандидата наук > 7.0	Из них (из гр.3) имеют образование > высшее > 4.0	"Из них (из гр.3) имеют образование > из них (гр. 11) педаго-гическое
 > 12.0"	Из них (из гр.3) имеют образование > из них (из гр.4) педаго- гическое > 5.0	"Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки квалифици-
рованных рабочих (служащих) > 13.0"	Из них (из гр.3) имеют образование > среднее профес-сиональное образование по программам подготовки специалистов среднего звена > 11.0	численность работников в пересчете на полную занятость, единиц > 17.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Новгородская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	2.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          по общеобразовательных дисциплин / 8.0"	645.0	507.0	285.0	159.0	0.0	0.0	0.0	0.0	7.0	607.0	27.0	507.0	0.0	35.0	745.3
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          математического и общего естественнонаучного учебного цикла / 10.0	228.0	177.0	93.0	51.0	0.0	0.0	0.0	0.0	6.0	212.0	4.0	153.0	0.0	16.0	256.4
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	324.0	265.0	146.0	69.0	0.0	0.0	0.0	0.0	7.0	308.0	11.0	239.0	0.0	14.0	369.3
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	1403.0	1035.0	651.0	250.0	10.0	0.0	0.0	0.0	44.0	1276.0	32.0	566.0	1.0	112.0	1696.9999999999998
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	2600.0	1984.0	1175.0	529.0	10.0	0.0	0.0	0.0	64.0	2403.0	74.0	1465.0	1.0	177.0	3068.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       в том числе: педагоги-организаторы / 15.0	48.0	44.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	33.0	7.0	24.0	0.0	14.0	47.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	194.0	152.0	38.0	6.0	3.0	0.0	0.0	0.0	11.0	189.0	0.0	113.0	0.0	5.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	65.0	23.0	19.0	8.0	6.0	1.0	0.0	1.0	10.0	65.0	0.0	35.0	0.0	0.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	283.0	105.0	61.0	78.0	0.0	0.0	0.0	0.0	0.0	131.0	48.0	86.0	7.0	135.0	281.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	113.0	104.0	31.0	14.0	0.0	0.0	0.0	0.0	0.0	110.0	3.0	62.0	0.0	3.0	115.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	54.0	54.0	8.0	12.0	0.0	0.0	0.0	0.0	1.0	53.0	0.0	43.0	0.0	0.0	53.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	29.0	5.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	25.0	2.0	15.0	0.0	4.0	29.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	261.0	214.0	47.0	32.0	0.0	0.0	0.0	0.0	0.0	200.0	32.0	146.0	0.0	55.0	280.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	26.0	10.0	17.0	3.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	20.0	0.0	4.0	26.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	53.0	51.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	49.0	2.0	39.0	0.0	4.0	52.5
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"    в том числе: 
    руководящие работники - всего / 2.0"	486.0	348.0	84.0	23.0	11.0	1.0	0.0	1.0	24.0	457.0	2.0	228.0	0.0	25.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    обслуживающий персонал / 22.0	1745.0	1196.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	531.0	26.0	126.0	255.0	566.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	3469.0	2573.0	1370.0	684.0	10.0	0.0	0.0	0.0	65.0	3028.0	172.0	1902.0	8.0	396.0	3955.1
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	    учебно-вспомогательный персонал / 21.0	481.0	372.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	257.0	18.0	85.0	11.0	164.0	0.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	333.0	243.0	110.0	75.0	0.0	0.0	0.0	0.0	1.0	305.0	11.0	248.0	0.0	17.0	334.3
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	1996.0	1546.0	915.0	368.0	8.0	0.0	0.0	0.0	53.0	1837.0	58.0	1018.0	1.0	143.0	2383.6
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	150.0	58.0	32.0	34.0	0.0	0.0	0.0	0.0	0.0	63.0	29.0	44.0	4.0	64.0	146.0
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	91.0	26.0	15.0	25.0	0.0	0.0	0.0	0.0	0.0	44.0	10.0	29.0	0.0	40.0	88.3
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	351.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	1527.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	2031.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Новосибирская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	6181.0	4489.0	1465.0	713.0	21.0	1.0	0.0	1.0	89.0	4273.0	218.0	2341.0	274.0	1151.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          из них: 
          по общеобразовательных дисциплин / 8.0"	75.0	57.0	2.0	2.0	10.0	1.0	0.0	1.0	17.0	73.0	2.0	72.0	0.0	2.0	73.3
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	          математического и общего естественнонаучного учебного цикла / 10.0	25.0	18.0	4.0	4.0	5.0	0.0	0.0	0.0	8.0	23.0	2.0	23.0	0.0	2.0	25.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	44.0	32.0	7.0	4.0	3.0	3.0	0.0	3.0	8.0	44.0	0.0	44.0	0.0	0.0	43.1
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	          профессионального учебного цикла / 11.0	136.0	91.0	21.0	9.0	23.0	4.0	0.0	4.0	32.0	135.0	0.0	119.0	0.0	1.0	127.2
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	280.0	198.0	34.0	19.0	41.0	8.0	0.0	8.0	65.0	275.0	4.0	258.0	0.0	5.0	268.6
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       в том числе: педагоги-организаторы / 15.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       заместители директора (начальника) / 4.0	10.0	7.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	5.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       из них: 
       директор (начальник) / 3.0"	4.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       мастера производственного обучения / 12.0	8.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	3.0	8.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       методисты / 18.0	6.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	6.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       педагоги-психологи / 14.0	6.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	5.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	3.0	0.0	1.0	4.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       прочие / 20.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	4.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководители физического воспитания / 17.0	9.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0	0.0	8.0	0.0	0.0	8.1
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       руководитель филиала / 5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       социальные педагоги / 13.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	       тьюторы / 19.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	"    в том числе: 
    руководящие работники - всего / 2.0"	34.0	29.0	6.0	1.0	2.0	2.0	0.0	2.0	8.0	34.0	0.0	29.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	    обслуживающий персонал / 22.0	89.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	3.0	5.0	2.0	32.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	    педагогические работники - всего (сумма строк 07,12-20) / 6.0	322.0	226.0	41.0	23.0	44.0	8.0	0.0	8.0	68.0	312.0	4.0	290.0	0.0	9.0	308.7
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	    учебно-вспомогательный персонал / 21.0	114.0	108.0	1.0	1.0	2.0	0.0	0.0	0.0	2.0	94.0	0.0	40.0	0.0	6.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 07 преподаватели, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 24.0	280.0	198.0	34.0	19.0	41.0	8.0	0.0	8.0	65.0	272.0	4.0	257.0	0.0	5.0	268.6
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки квалифицированных рабочих, служащих / 25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Из строки 12 мастера производственного обучения, осуществляющие деятельность по реализации образовательных программ: подготовки специалистов среднего звена / 26.0	8.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	0.0	3.0	8.0
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания в другие профессиональные образовательные организации России / 27.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 7. (заполняется за прошлый учебный год): Численность преподавателей, направленных для преподавания за рубеж / 28.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки квалифицированных рабочих, служащих / 30.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8.     из них реализующие образовательные программы: подготовки специалистов среднего звена / 31.0	281.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 8. Численность преподавателей, использующих в учебном процессе персональные компьютеры / 29.0	281.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 33.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9.    из них преподавателей и мастеров производственного обучения / 35.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих свидетельство Союза «Молодые профессионалы»                  (Worldskills Russia) с правом на участие в оценке демонстрационного экзамена по стандартам Ворлдскиллс / 34.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Справка 9. Численность работников, имеющих сертификат эксперта Ворлдскиллс / 32.0	0.0														
Новосибирская область	Частные; Сведения об организации, реализуемых программах и персонале	Численность работников - всего (сумма строк 02, 06, 21, 22) / 1.0	559.0	432.0	48.0	25.0	48.0	10.0	0.0	10.0	78.0	468.0	7.0	364.0	2.0	47.0	0.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          из них: 
          по общеобразовательных дисциплин / 8.0"	481.0	391.0	94.0	127.0	2.0	0.0	0.0	0.0	8.0	453.0	14.0	419.0	3.0	20.0	526.2
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          математического и общего естественнонаучного учебного цикла / 10.0	166.0	138.0	50.0	37.0	0.0	0.0	0.0	0.0	0.0	151.0	4.0	141.0	0.0	13.0	184.29999999999998
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"          общего гуманитарного и социально-экономического учебного
          цикла / 9.0"	271.0	223.0	77.0	54.0	1.0	0.0	0.0	2.0	5.0	249.0	10.0	216.0	0.0	13.0	286.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	          профессионального учебного цикла / 11.0	1252.0	945.0	357.0	206.0	2.0	1.0	0.0	1.0	18.0	1058.0	43.0	638.0	6.0	159.0	1336.1999999999998
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       в том числе: 
       преподаватели - всего (сумма строк 8-11) / 7.0"	2170.0	1697.0	578.0	424.0	5.0	1.0	0.0	3.0	31.0	1911.0	71.0	1414.0	9.0	205.0	2332.7
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       в том числе: педагоги-организаторы / 15.0	47.0	40.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	28.0	8.0	25.0	1.0	17.0	46.5
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       заместители директора (начальника) / 4.0	147.0	107.0	14.0	2.0	1.0	0.0	0.0	0.0	8.0	144.0	1.0	92.0	1.0	2.0	0.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       из них: 
       директор (начальник) / 3.0"	49.0	17.0	4.0	0.0	3.0	4.0	0.0	3.0	8.0	49.0	0.0	27.0	0.0	0.0	0.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       мастера производственного обучения / 12.0	406.0	183.0	10.0	54.0	0.0	0.0	0.0	0.0	0.0	155.0	96.0	99.0	32.0	205.0	405.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       методисты / 18.0	86.0	85.0	10.0	12.0	0.0	0.0	0.0	0.0	1.0	82.0	0.0	62.0	1.0	1.0	85.5
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       педагоги-психологи / 14.0	47.0	43.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	41.0	2.0	36.0	0.0	4.0	46.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	"       преподаватели-организаторы (основ безопасности 
       жизнедеятельности, допризывной подготовки) / 16.0"	22.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	19.0	1.0	11.0	0.0	2.0	22.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       прочие / 20.0	162.0	116.0	11.0	8.0	0.0	0.0	0.0	0.0	1.0	91.0	30.0	74.0	4.0	37.0	158.8
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководители физического воспитания / 17.0	25.0	14.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	18.0	6.0	16.0	0.0	7.0	25.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       руководитель филиала / 5.0	11.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	8.0	0.0	1.0	0.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       социальные педагоги / 13.0	60.0	58.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	51.0	6.0	42.0	0.0	8.0	59.0
Омская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	       тьюторы / 19.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	4.0	5.0
